group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
Dark,Light,150,150,1.0,0.4,0.91,,,,-0.00579690019947381,0.027585586894042693,0.011557708087119756
Dark,Light,225,225,1.5,0.39,0.9,,,,0.0018151184055594828,0.02997659936287382,0.016067918646350043
Dark,Light,300,300,2.0,0.2,0.9,,,,3.4923749991679076e-06,0.02259404104201868,0.011422855194913817
Dark,Light,375,375,2.5,0.18,0.88,,,,-0.0015379278129287292,0.020773242558094693,0.009400131894249153
Dark,Light,450,450,3.0,0.17,0.83,,,,0.002385343473700681,0.02205416775943717,0.01253839715114169
Dark,Light,525,525,3.5,0.11,0.83,,,,0.0031297735683227697,0.021516944874296628,0.012165000110377466
Dark,Light,600,600,4.0,0.07,0.83,,,,0.0033556813624834383,0.02073295598056657,0.012117200201758882
Dark,Light,675,675,4.5,0.05,0.82,,,,0.0018477600860760668,0.01782891285366712,0.009769759652112464
Dark,Light,750,750,5.0,0.03,0.79,,,,0.0037465726103976457,0.019031324342869294,0.01117976021799616
