group1,group2,N1,N2,low,high,width,obs_diff,zero_included
Dark,Light,150,150,-0.010712281346105194,0.023753620167957228,0.034465901514062425,0.006054058686411068,True
Dark,Unsure,50,50,0.013652483464247994,0.12257267928150256,0.10892019581725457,0.07379182745359203,False
Light,Unsure,50,50,0.0013721366460338336,0.11903663187302882,0.11766449522699499,0.06545391046861626,False
