group1,group2,N1,N2,low,high,width,obs_diff,zero_included
Male,Female,400,400,-0.016609137058814713,0.0093143386892931,0.025923475748107813,-0.0038969988344986772,True
Male,Unsure,50,50,0.009370466992158294,0.1477128350407763,0.13834236804861802,0.08101328246916484,False
Female,Unsure,50,50,0.020850702932688342,0.17070384913289288,0.14985314620020454,0.09891835288894113,False
