group1,group2,N1,N2,low,high,width,obs_diff,zero_included
Male,Female,400,400,-0.013652376993919645,0.009841968463522243,0.02349434545744189,-0.0018044900361071647,True
Male,Unsure,50,50,-0.012052307741278329,0.12350423408291014,0.13555654182418847,0.05659636115518463,True
Female,Unsure,50,50,0.01029042575071995,0.14703436122700847,0.13674393547628852,0.083258413155472,False
