group1,group2,low,high,obs_diff,zero_included,width
default,holding_squat,-0.035068876711883384,-0.019920056866574838,-0.02728970371471262,False,0.015148819845308546
default,counting_in_1,0.14521429992400148,0.2777511496070626,0.2115641955183566,False,0.13253684968306112
default,answer_phone_talk,0.1504335393463652,0.23296028209737013,0.19305344125228818,False,0.08252674275100494
default,listing_in_index_4,0.126695929825664,0.20287986170843494,0.16680716227027514,False,0.07618393188277095
default,corridor_idle_1,0.12500511763882757,0.21700474371687414,0.17164252032654082,False,0.09199962607804657
default,listing_in_thumb_2,0.13750099825823392,0.243125280573774,0.19272361580821185,False,0.10562428231554008
default,pick_up_object_on_flat_surface,0.05657226551784436,0.1485498994645395,0.1027086967971289,False,0.09197763394669514
default,listing_in_thumb_3,0.1684974269506337,0.2573475749421173,0.21545379483634475,False,0.08885014799148361
default,stretch,0.19498778180747683,0.3218578010222465,0.2587784776506469,False,0.12687001921476965
default,standing_pointing,0.15664367507581406,0.2504926437881743,0.20536706783785308,False,0.09384896871236026
default,typing,0.1737594701045983,0.2687353612186526,0.223466615349165,False,0.0949758911140543
default,sit_to_stand,-0.003931693245037449,0.07558357447877963,0.03753490000568538,True,0.07951526772381708
default,shrug_hands_out,0.11082431943118293,0.20883988939727774,0.15903222620889357,False,0.09801556996609481
default,elbow_bump,0.17615005431383296,0.2787050600256243,0.22866185583852328,False,0.10255500571179132
default,stand_to_sit,-0.002806050232070742,0.07207109443292081,0.035633533398436334,True,0.07487714466499155
default,counting_out_5,0.17571547015560424,0.2817478033462949,0.2303347472172973,False,0.10603233319069066
default,listing_out_index_2,0.11276551236051041,0.19657732315085902,0.156679285032423,False,0.0838118107903486
default,cool_pose,0.14246788064227572,0.2282007542804449,0.18820122714260068,False,0.08573287363816917
default,shake_head_no,0.17962601632706482,0.26053414776654693,0.2210910497383053,False,0.08090813143948211
default,opens_arms_hand_talking,0.10377428968502472,0.2262831191957833,0.16718143711276745,False,0.12250882951075859
default,listing_out_index_5,0.14053796919258743,0.2506642356087839,0.19424658313810617,False,0.1101262664161965
default,stand_idle_3,0.1309960255725816,0.24705370700870014,0.1911038374620906,False,0.11605768143611853
default,hold_head,0.2630119802585935,0.3654297262968621,0.3160707657626465,False,0.10241774603826859
default,market_checkout_2,0.19063306265330537,0.29347887776378856,0.24507685095534404,False,0.10284581511048319
default,counting_in_4,0.13199636745971668,0.211232636838267,0.17342668987671372,False,0.07923626937855033
default,chat_side,0.2071339223994001,0.34517233866125985,0.27830393489236727,False,0.13803841626185975
default,two_hand_phone_usage,0.0946641278008317,0.1500250552633764,0.12301412666138245,False,0.0553609274625447
default,stand_idle_1,0.10373038739248902,0.19164275818417537,0.14908382579609714,False,0.08791237079168635
default,hand_talking_3,0.10739633118803144,0.1835316124572447,0.14741932298308724,False,0.07613528126921326
default,listing_out_index_3,0.15253116686466855,0.24928960595786223,0.2033103010752041,False,0.09675843909319368
default,arms_X,0.19709404360133348,0.2997144687928358,0.24999600154953872,False,0.10262042519150233
default,holding_stand,0.13797679261195372,0.23023860345905592,0.1872675203265407,False,0.0922618108471022
default,looking_stand_02,0.10039349550676266,0.2004684156818835,0.15314987326771712,False,0.10007492017512085
default,wave_hello,0.14370590989613177,0.22879231155248672,0.1872675203265406,False,0.08508640165635495
default,thumbs_down,0.15517855198555475,0.2526358035788865,0.20687536346379565,False,0.09745725159333174
default,listing_in_index_2,0.12067144543628952,0.22354691787688014,0.1738985363693214,False,0.10287547244059062
default,inplace_idle_waiting,0.10129453715349288,0.2068633128607025,0.15580377203652707,False,0.10556877570720963
default,wave,0.1279298104001068,0.22673504914483536,0.18129991589346328,False,0.09880523874472855
default,chat_left,0.14474593772359823,0.21802799198199374,0.18210756160621056,False,0.07328205425839551
default,ok,0.1338257678001225,0.25287170413772403,0.19785575562065827,False,0.11904593633760152
default,hand_talking_4,0.0886443116454845,0.15955973591596886,0.1258864461577427,False,0.07091542427048436
default,listing_in_thumb_1,0.10767008127018868,0.17405739818471544,0.1420730490954255,False,0.06638731691452676
default,listing_out_index_4,0.14959043063654426,0.26949301178867385,0.21290854596756636,False,0.1199025811521296
default,drink_from_glass,0.1466582977562182,0.20014603551938528,0.17575856891989172,False,0.05348773776316709
default,hand_arms_dance,0.10322281349168022,0.20607871969228203,0.1572299733928736,False,0.10285590620060181
default,leave_the_desk,0.05526028268407526,0.13931472468733477,0.09965800843667849,False,0.08405444200325951
default,listing_in_index_1,0.15431336940177526,0.26186775931983614,0.21057495650856084,False,0.10755438991806088
default,point_finger_at,0.015602288524208308,0.06345215065062734,0.04066118548491371,False,0.047849862126419035
default,listing_in_thumb_4,0.16939592966747913,0.2767236052374571,0.22854719008918256,False,0.10732767556997796
default,listing_out_index_1,0.13407971995457202,0.2429463335418071,0.19339497130693284,False,0.1088666135872351
default,arms_X_head_shake,0.22511268001120954,0.3404393398250565,0.28789140624454457,False,0.11532665981384693
default,pour,0.14536694182103854,0.24652205815369388,0.2009474108874162,False,0.10115511633265534
default,writing_horizontal,0.08338112525368016,0.15604065912878717,0.12244158995439192,False,0.07265953387510701
default,listing_out_thumb_1,0.13964872564480593,0.21896688501925307,0.1808504080270753,False,0.07931815937444714
default,counting_in_2,0.11391010237334717,0.20281813157874462,0.16124942077902926,False,0.08890802920539745
default,thumbs_up,0.12382061196773125,0.2004807411528947,0.16449712184456755,False,0.07666012918516343
default,counting_in_3,0.09013560503816681,0.18349930723675467,0.1423477342302838,False,0.09336370219858786
default,chat_right,0.1627775915779115,0.24855438415891082,0.20651885722493635,False,0.08577679258099932
