group1,group2,N1,N2,frac,pi_low,pi_high
4.0_male,3.0_male,2866,4174,4.0,0.89,0.05
4.0_male,3.0_male,3215,4705,4.5,0.91,0.0
4.0_male,3.0_male,3582,5218,5.0,0.88,0.01
4.0_male,3.0_male,3917,5763,5.5,0.81,0.01
4.0_male,3.0_male,4263,6297,6.0,0.85,0.0
4.0_male,3.0_male,4599,6841,6.5,0.84,0.0
4.0_male,3.0_male,4959,7361,7.0,0.84,0.0
4.0_male,3.0_male,5325,7875,7.5,0.84,0.0
4.0_male,3.0_male,5665,8415,8.0,0.81,0.0
4.0_male,3.0_male,6007,8953,8.5,0.8,0.0
4.0_male,3.0_male,6371,9469,9.0,0.76,0.0
4.0_male,3.0_male,6716,10004,9.5,0.74,0.0
6.0_male,1.0_female,519,13,1.0,0.82,1.0
6.0_male,1.0_female,777,21,1.5,0.74,1.0
6.0_male,1.0_female,1039,25,2.0,0.58,1.0
6.0_male,1.0_female,1299,31,2.5,0.56,1.0
6.0_male,1.0_female,1556,40,3.0,0.47,1.0
6.0_male,1.0_female,1811,51,3.5,0.49,1.0
6.0_male,1.0_female,2068,60,4.0,0.39,1.0
6.0_male,1.0_female,2327,67,4.5,0.32,1.0
6.0_male,1.0_female,2583,77,5.0,0.26,1.0
6.0_male,1.0_female,2838,88,5.5,0.25,1.0
6.0_male,1.0_female,3093,99,6.0,0.24,1.0
6.0_male,1.0_female,3347,111,6.5,0.16,1.0
6.0_male,1.0_female,3603,121,7.0,0.13,1.0
6.0_male,1.0_female,3856,134,7.5,0.07,1.0
6.0_male,1.0_female,4116,140,8.0,0.06,1.0
6.0_male,1.0_female,4374,148,8.5,0.04,1.0
6.0_male,1.0_female,4634,154,9.0,0.04,1.0
6.0_male,1.0_female,4893,161,9.5,0.05,1.0
6.0_male,2.0_male,518,1466,1.0,1.0,0.17
6.0_male,2.0_male,762,2214,1.5,1.0,0.06
6.0_male,2.0_male,1054,2914,2.0,1.0,0.0
6.0_male,2.0_male,1309,3651,2.5,1.0,0.0
6.0_male,2.0_male,1566,4386,3.0,1.0,0.0
6.0_male,2.0_male,1829,5115,3.5,1.0,0.0
6.0_male,2.0_male,2101,5835,4.0,1.0,0.0
6.0_male,2.0_male,2351,6577,4.5,1.0,0.0
6.0_male,2.0_male,2624,7296,5.0,1.0,0.0
6.0_male,2.0_male,2882,8030,5.5,1.0,0.0
6.0_male,2.0_male,3137,8767,6.0,1.0,0.0
6.0_male,2.0_male,3397,9499,6.5,1.0,0.0
6.0_male,2.0_male,3659,10229,7.0,1.0,0.0
6.0_male,2.0_male,3946,10934,7.5,1.0,0.0
6.0_male,2.0_male,4236,11636,8.0,1.0,0.0
6.0_male,2.0_male,4481,12383,8.5,1.0,0.0
6.0_male,2.0_male,4735,13121,9.0,1.0,0.0
6.0_male,2.0_male,4994,13854,9.5,1.0,0.0
1.0_female,2.0_male,16,1468,1.0,0.99,0.79
1.0_female,2.0_male,21,2205,1.5,0.99,0.64
1.0_female,2.0_male,29,2939,2.0,1.0,0.56
1.0_female,2.0_male,41,3669,2.5,1.0,0.49
1.0_female,2.0_male,55,4397,3.0,1.0,0.38
1.0_female,2.0_male,63,5131,3.5,1.0,0.26
1.0_female,2.0_male,70,5866,4.0,1.0,0.25
1.0_female,2.0_male,81,6597,4.5,1.0,0.16
1.0_female,2.0_male,89,7331,5.0,1.0,0.13
1.0_female,2.0_male,97,8065,5.5,1.0,0.11
1.0_female,2.0_male,109,8795,6.0,1.0,0.08
1.0_female,2.0_male,118,9528,6.5,1.0,0.06
1.0_female,2.0_male,121,10267,7.0,1.0,0.04
1.0_female,2.0_male,134,10996,7.5,1.0,0.03
1.0_female,2.0_male,140,11732,8.0,1.0,0.01
1.0_female,2.0_male,147,12467,8.5,1.0,0.01
1.0_female,2.0_male,154,13202,9.0,1.0,0.02
1.0_female,2.0_male,164,13934,9.5,1.0,0.02
1.0_female,3.0_male,16,1052,1.0,0.99,0.72
1.0_female,3.0_male,24,1578,1.5,1.0,0.6
1.0_female,3.0_male,32,2104,2.0,1.0,0.52
1.0_female,3.0_male,37,2633,2.5,1.0,0.44
1.0_female,3.0_male,48,3156,3.0,1.0,0.32
1.0_female,3.0_male,63,3675,3.5,1.0,0.21
1.0_female,3.0_male,69,4203,4.0,1.0,0.15
1.0_female,3.0_male,77,4729,4.5,1.0,0.08
1.0_female,3.0_male,88,5252,5.0,1.0,0.06
1.0_female,3.0_male,95,5779,5.5,1.0,0.06
1.0_female,3.0_male,100,6308,6.0,1.0,0.03
1.0_female,3.0_male,112,6830,6.5,1.0,0.02
1.0_female,3.0_male,125,7351,7.0,1.0,0.01
1.0_female,3.0_male,139,7871,7.5,1.0,0.01
1.0_female,3.0_male,149,8395,8.0,1.0,0.0
1.0_female,3.0_male,155,8923,8.5,1.0,0.0
1.0_female,3.0_male,164,9448,9.0,1.0,0.0
1.0_female,3.0_male,170,9976,9.5,1.0,0.0
2.0_male,3.0_male,1486,1034,1.0,0.95,0.37
2.0_male,3.0_male,2221,1559,1.5,0.9,0.18
2.0_male,3.0_male,2954,2086,2.0,0.96,0.04
2.0_male,3.0_male,3711,2589,2.5,0.92,0.03
2.0_male,3.0_male,4408,3152,3.0,0.89,0.03
2.0_male,3.0_male,5147,3673,3.5,0.9,0.01
2.0_male,3.0_male,5879,4201,4.0,0.88,0.01
2.0_male,3.0_male,6603,4737,4.5,0.86,0.0
2.0_male,3.0_male,7307,5293,5.0,0.88,0.0
2.0_male,3.0_male,8059,5801,5.5,0.83,0.0
2.0_male,3.0_male,8793,6327,6.0,0.84,0.0
2.0_male,3.0_male,9543,6837,6.5,0.85,0.0
2.0_male,3.0_male,10280,7360,7.0,0.85,0.0
2.0_male,3.0_male,11041,7859,7.5,0.79,0.0
2.0_male,3.0_male,11769,8391,8.0,0.78,0.0
2.0_male,3.0_male,12506,8914,8.5,0.79,0.0
2.0_male,3.0_male,13241,9439,9.0,0.78,0.0
2.0_male,3.0_male,13964,9976,9.5,0.77,0.0
