group1,group2,N1,N2,frac,pi_low,pi_high
1.0_female,2.0_male,65,63,4.0,1.0,0.25
1.0_female,2.0_male,76,68,4.5,1.0,0.18
1.0_female,2.0_male,85,75,5.0,1.0,0.17
1.0_female,2.0_male,91,85,5.5,1.0,0.1
1.0_female,2.0_male,98,94,6.0,1.0,0.04
1.0_female,2.0_male,107,101,6.5,1.0,0.02
1.0_female,2.0_male,114,110,7.0,1.0,0.0
1.0_female,2.0_male,122,118,7.5,1.0,0.0
1.0_female,2.0_male,129,127,8.0,1.0,0.0
1.0_female,2.0_male,136,136,8.5,1.0,0.0
1.0_female,2.0_male,144,144,9.0,1.0,0.0
1.0_female,2.0_male,153,151,9.5,1.0,0.0
1.0_female,3.0_male,17,15,1.0,1.0,0.92
1.0_female,3.0_male,26,22,1.5,0.98,0.9
1.0_female,3.0_male,34,30,2.0,0.96,0.93
1.0_female,3.0_male,44,36,2.5,0.95,0.93
1.0_female,3.0_male,51,45,3.0,0.98,0.92
1.0_female,3.0_male,59,53,3.5,0.97,0.9
1.0_female,3.0_male,65,63,4.0,0.97,0.91
1.0_female,3.0_male,76,68,4.5,0.99,0.9
1.0_female,3.0_male,85,75,5.0,1.0,0.93
1.0_female,3.0_male,91,85,5.5,0.99,0.96
1.0_female,3.0_male,98,94,6.0,0.99,0.92
1.0_female,3.0_male,107,101,6.5,1.0,0.92
1.0_female,3.0_male,114,110,7.0,0.99,0.93
1.0_female,3.0_male,122,118,7.5,0.98,0.93
1.0_female,3.0_male,129,127,8.0,1.0,0.9
1.0_female,3.0_male,136,136,8.5,1.0,0.89
1.0_female,3.0_male,144,144,9.0,0.99,0.89
1.0_female,3.0_male,153,151,9.5,0.99,0.88
2.0_male,3.0_male,1023,1081,1.0,1.0,0.22
2.0_male,3.0_male,1515,1641,1.5,0.99,0.12
2.0_male,3.0_male,2031,2177,2.0,1.0,0.02
2.0_male,3.0_male,2533,2727,2.5,1.0,0.0
2.0_male,3.0_male,3059,3253,3.0,0.99,0.0
2.0_male,3.0_male,3628,3736,3.5,0.97,0.0
2.0_male,3.0_male,4145,4271,4.0,0.96,0.0
2.0_male,3.0_male,4656,4812,4.5,0.95,0.0
2.0_male,3.0_male,5151,5369,5.0,0.95,0.0
2.0_male,3.0_male,5657,5915,5.5,0.96,0.0
2.0_male,3.0_male,6185,6439,6.0,0.95,0.0
2.0_male,3.0_male,6720,6956,6.5,0.97,0.0
2.0_male,3.0_male,7255,7473,7.0,0.96,0.0
2.0_male,3.0_male,7795,7985,7.5,0.94,0.0
2.0_male,3.0_male,8307,8525,8.0,0.95,0.0
2.0_male,3.0_male,8821,9063,8.5,0.94,0.0
2.0_male,3.0_male,9371,9565,9.0,0.94,0.0
2.0_male,3.0_male,9904,10084,9.5,0.94,0.0
