group1,group2,N1,N2,frac,pi_low,pi_high
5.0_low,5.0_high,3072,2951,9.5,1.0,0.0
5.0_low,3.0_high,206,198,1.0,1.0,0.61
5.0_low,3.0_high,306,300,1.5,0.99,0.43
5.0_low,3.0_high,414,394,2.0,1.0,0.31
5.0_low,3.0_high,520,490,2.5,1.0,0.22
5.0_low,3.0_high,623,589,3.0,1.0,0.18
5.0_low,3.0_high,725,689,3.5,1.0,0.1
5.0_low,3.0_high,818,798,4.0,1.0,0.08
5.0_low,3.0_high,922,896,4.5,1.0,0.05
5.0_low,3.0_high,1031,989,5.0,1.0,0.04
5.0_low,3.0_high,1129,1093,5.5,1.0,0.03
5.0_low,3.0_high,1225,1199,6.0,1.0,0.0
5.0_low,3.0_high,1327,1299,6.5,1.0,0.01
5.0_low,3.0_high,1428,1400,7.0,1.0,0.0
5.0_low,3.0_high,1526,1504,7.5,1.0,0.0
5.0_low,3.0_high,1633,1599,8.0,1.0,0.0
5.0_low,3.0_high,1722,1712,8.5,1.0,0.0
5.0_low,3.0_high,1839,1797,9.0,1.0,0.0
5.0_low,3.0_high,1931,1907,9.5,1.0,0.0
4.0_low,6.0_low,173,157,1.0,0.95,0.88
4.0_low,6.0_low,257,238,1.5,0.95,0.83
4.0_low,6.0_low,337,323,2.0,0.96,0.75
4.0_low,6.0_low,417,408,2.5,0.94,0.74
4.0_low,6.0_low,500,490,3.0,0.97,0.72
4.0_low,6.0_low,587,568,3.5,0.97,0.72
4.0_low,6.0_low,665,655,4.0,0.94,0.64
4.0_low,6.0_low,749,736,4.5,0.95,0.62
4.0_low,6.0_low,845,805,5.0,0.93,0.63
4.0_low,6.0_low,923,892,5.5,0.92,0.59
4.0_low,6.0_low,1002,978,6.0,0.93,0.51
4.0_low,6.0_low,1081,1064,6.5,0.92,0.45
4.0_low,6.0_low,1161,1149,7.0,0.91,0.46
4.0_low,6.0_low,1239,1236,7.5,0.9,0.43
4.0_low,6.0_low,1323,1317,8.0,0.9,0.45
4.0_low,6.0_low,1393,1412,8.5,0.91,0.44
4.0_low,6.0_low,1484,1486,9.0,0.9,0.4
4.0_low,6.0_low,1566,1569,9.5,0.91,0.37
4.0_low,3.0_low,179,163,1.0,1.0,0.32
4.0_low,3.0_low,264,249,1.5,1.0,0.12
4.0_low,3.0_low,348,336,2.0,1.0,0.08
4.0_low,3.0_low,433,422,2.5,1.0,0.03
4.0_low,3.0_low,521,505,3.0,1.0,0.02
4.0_low,3.0_low,609,588,3.5,1.0,0.01
4.0_low,3.0_low,692,676,4.0,1.0,0.01
4.0_low,3.0_low,776,763,4.5,1.0,0.01
4.0_low,3.0_low,874,836,5.0,1.0,0.0
4.0_low,3.0_low,955,926,5.5,1.0,0.0
4.0_low,3.0_low,1036,1016,6.0,1.0,0.0
4.0_low,3.0_low,1120,1103,6.5,1.0,0.0
4.0_low,3.0_low,1201,1193,7.0,1.0,0.0
4.0_low,3.0_low,1282,1283,7.5,1.0,0.0
4.0_low,3.0_low,1372,1364,8.0,1.0,0.0
4.0_low,3.0_low,1446,1461,8.5,1.0,0.0
4.0_low,3.0_low,1536,1542,9.0,1.0,0.0
4.0_low,3.0_low,1626,1623,9.5,1.0,0.0
4.0_low,1.0_low,5,1,1.0,-0.01,-0.01
4.0_low,1.0_low,6,3,1.5,0.21,0.22
4.0_low,1.0_low,7,5,2.0,0.77,0.96
4.0_low,1.0_low,10,5,2.5,0.76,0.96
4.0_low,1.0_low,10,8,3.0,0.77,0.98
4.0_low,1.0_low,12,9,3.5,0.77,0.99
4.0_low,1.0_low,14,10,4.0,0.77,0.99
4.0_low,1.0_low,15,12,4.5,0.73,0.99
4.0_low,1.0_low,16,14,5.0,0.7,0.99
4.0_low,1.0_low,17,16,5.5,0.69,1.0
4.0_low,1.0_low,20,16,6.0,0.62,1.0
4.0_low,1.0_low,21,18,6.5,0.61,1.0
4.0_low,1.0_low,23,19,7.0,0.56,1.0
4.0_low,1.0_low,23,22,7.5,0.53,1.0
4.0_low,1.0_low,24,24,8.0,0.54,1.0
4.0_low,1.0_low,25,26,8.5,0.46,1.0
4.0_low,1.0_low,26,28,9.0,0.48,1.0
4.0_low,1.0_low,28,29,9.5,0.44,1.0
4.0_low,1.0_typical,15,7,1.0,0.99,0.93
4.0_low,1.0_typical,20,13,1.5,0.96,0.93
4.0_low,1.0_typical,25,19,2.0,0.95,0.94
4.0_low,1.0_typical,28,27,2.5,0.95,0.94
4.0_low,1.0_typical,34,32,3.0,0.95,0.94
4.0_low,1.0_typical,39,38,3.5,0.97,0.94
4.0_low,1.0_typical,45,43,4.0,0.96,0.93
4.0_low,1.0_typical,52,47,4.5,0.98,0.93
4.0_low,1.0_typical,60,50,5.0,0.99,0.93
4.0_low,1.0_typical,64,57,5.5,0.99,0.93
4.0_low,1.0_typical,72,60,6.0,1.0,0.93
4.0_low,1.0_typical,79,64,6.5,1.0,0.93
4.0_low,1.0_typical,86,68,7.0,0.99,0.9
4.0_low,1.0_typical,90,75,7.5,0.98,0.92
4.0_low,1.0_typical,96,80,8.0,0.97,0.93
4.0_low,1.0_typical,101,86,8.5,0.99,0.92
4.0_low,1.0_typical,107,91,9.0,0.98,0.91
4.0_low,1.0_typical,116,93,9.5,0.99,0.92
4.0_low,5.0_high,179,163,1.0,1.0,0.45
4.0_low,5.0_high,264,249,1.5,1.0,0.27
4.0_low,5.0_high,348,336,2.0,1.0,0.17
4.0_low,5.0_high,433,422,2.5,1.0,0.11
4.0_low,5.0_high,521,505,3.0,1.0,0.06
4.0_low,5.0_high,609,588,3.5,1.0,0.01
4.0_low,5.0_high,692,676,4.0,1.0,0.0
4.0_low,5.0_high,776,763,4.5,1.0,0.0
4.0_low,5.0_high,874,836,5.0,1.0,0.0
4.0_low,5.0_high,955,926,5.5,1.0,0.0
4.0_low,5.0_high,1036,1016,6.0,1.0,0.0
4.0_low,5.0_high,1120,1103,6.5,1.0,0.0
4.0_low,5.0_high,1201,1193,7.0,1.0,0.0
4.0_low,5.0_high,1282,1283,7.5,1.0,0.0
4.0_low,5.0_high,1372,1364,8.0,1.0,0.0
4.0_low,5.0_high,1446,1461,8.5,1.0,0.0
4.0_low,5.0_high,1536,1542,9.0,1.0,0.0
4.0_low,5.0_high,1626,1623,9.5,1.0,0.0
4.0_low,3.0_high,179,163,1.0,0.99,0.63
4.0_low,3.0_high,264,249,1.5,0.99,0.56
4.0_low,3.0_high,348,336,2.0,0.98,0.44
4.0_low,3.0_high,433,422,2.5,0.98,0.29
4.0_low,3.0_high,521,505,3.0,0.99,0.31
4.0_low,3.0_high,609,588,3.5,0.99,0.24
4.0_low,3.0_high,692,676,4.0,0.99,0.23
4.0_low,3.0_high,776,763,4.5,1.0,0.18
4.0_low,3.0_high,874,836,5.0,1.0,0.12
4.0_low,3.0_high,955,926,5.5,1.0,0.1
4.0_low,3.0_high,1036,1016,6.0,1.0,0.08
4.0_low,3.0_high,1120,1103,6.5,1.0,0.08
4.0_low,3.0_high,1201,1193,7.0,1.0,0.07
4.0_low,3.0_high,1282,1283,7.5,1.0,0.04
4.0_low,3.0_high,1372,1364,8.0,1.0,0.01
4.0_low,3.0_high,1446,1461,8.5,1.0,0.02
4.0_low,3.0_high,1536,1542,9.0,1.0,0.01
4.0_low,3.0_high,1626,1623,9.5,1.0,0.0
6.0_low,3.0_low,173,157,1.0,1.0,0.43
6.0_low,3.0_low,257,238,1.5,1.0,0.31
6.0_low,3.0_low,337,323,2.0,0.99,0.22
6.0_low,3.0_low,417,408,2.5,1.0,0.24
6.0_low,3.0_low,500,490,3.0,1.0,0.12
6.0_low,3.0_low,587,568,3.5,1.0,0.11
6.0_low,3.0_low,665,655,4.0,1.0,0.06
6.0_low,3.0_low,749,736,4.5,1.0,0.05
6.0_low,3.0_low,845,805,5.0,1.0,0.03
6.0_low,3.0_low,923,892,5.5,1.0,0.01
6.0_low,3.0_low,1002,978,6.0,1.0,0.01
6.0_low,3.0_low,1081,1064,6.5,1.0,0.0
6.0_low,3.0_low,1161,1149,7.0,1.0,0.0
6.0_low,3.0_low,1239,1236,7.5,1.0,0.0
6.0_low,3.0_low,1323,1317,8.0,1.0,0.0
6.0_low,3.0_low,1393,1412,8.5,1.0,0.0
6.0_low,3.0_low,1484,1486,9.0,1.0,0.0
6.0_low,3.0_low,1566,1569,9.5,1.0,0.0
6.0_low,2.0_low,173,157,1.0,0.99,0.73
6.0_low,2.0_low,257,238,1.5,0.99,0.54
6.0_low,2.0_low,337,323,2.0,0.98,0.46
6.0_low,2.0_low,417,408,2.5,1.0,0.35
6.0_low,2.0_low,500,490,3.0,1.0,0.3
6.0_low,2.0_low,587,568,3.5,1.0,0.2
6.0_low,2.0_low,665,655,4.0,1.0,0.14
6.0_low,2.0_low,749,736,4.5,1.0,0.12
6.0_low,2.0_low,845,805,5.0,1.0,0.12
6.0_low,2.0_low,923,892,5.5,1.0,0.08
6.0_low,2.0_low,1002,978,6.0,1.0,0.05
6.0_low,2.0_low,1081,1064,6.5,1.0,0.05
6.0_low,2.0_low,1161,1149,7.0,1.0,0.04
6.0_low,2.0_low,1239,1236,7.5,1.0,0.03
6.0_low,2.0_low,1323,1317,8.0,1.0,0.01
6.0_low,2.0_low,1393,1412,8.5,1.0,0.0
6.0_low,2.0_low,1484,1486,9.0,1.0,0.0
6.0_low,2.0_low,1566,1569,9.5,1.0,0.0
6.0_low,1.0_low,5,1,1.0,-0.01,-0.01
6.0_low,1.0_low,6,3,1.5,0.23,0.18
6.0_low,1.0_low,7,5,2.0,0.99,0.83
6.0_low,1.0_low,10,5,2.5,0.98,0.8
6.0_low,1.0_low,10,8,3.0,0.99,0.77
6.0_low,1.0_low,12,9,3.5,0.98,0.76
6.0_low,1.0_low,14,10,4.0,0.99,0.8
6.0_low,1.0_low,15,12,4.5,0.98,0.75
6.0_low,1.0_low,16,14,5.0,0.99,0.83
6.0_low,1.0_low,17,16,5.5,1.0,0.78
6.0_low,1.0_low,20,16,6.0,1.0,0.77
6.0_low,1.0_low,21,18,6.5,1.0,0.78
6.0_low,1.0_low,23,19,7.0,1.0,0.77
6.0_low,1.0_low,23,22,7.5,1.0,0.74
6.0_low,1.0_low,24,24,8.0,1.0,0.75
6.0_low,1.0_low,25,26,8.5,1.0,0.7
6.0_low,1.0_low,26,28,9.0,1.0,0.74
6.0_low,1.0_low,28,29,9.5,1.0,0.72
6.0_low,1.0_typical,15,7,1.0,1.0,0.82
6.0_low,1.0_typical,20,13,1.5,1.0,0.81
6.0_low,1.0_typical,25,19,2.0,1.0,0.83
6.0_low,1.0_typical,28,27,2.5,1.0,0.78
6.0_low,1.0_typical,34,32,3.0,1.0,0.75
6.0_low,1.0_typical,39,38,3.5,1.0,0.69
6.0_low,1.0_typical,45,43,4.0,1.0,0.65
6.0_low,1.0_typical,52,47,4.5,1.0,0.63
6.0_low,1.0_typical,60,50,5.0,1.0,0.59
6.0_low,1.0_typical,64,57,5.5,1.0,0.51
6.0_low,1.0_typical,72,60,6.0,1.0,0.44
6.0_low,1.0_typical,79,64,6.5,1.0,0.46
6.0_low,1.0_typical,86,68,7.0,1.0,0.44
6.0_low,1.0_typical,90,75,7.5,1.0,0.41
6.0_low,1.0_typical,96,80,8.0,1.0,0.41
6.0_low,1.0_typical,101,86,8.5,1.0,0.39
6.0_low,1.0_typical,107,91,9.0,1.0,0.35
6.0_low,1.0_typical,116,93,9.5,1.0,0.31
6.0_low,5.0_high,173,157,1.0,0.99,0.55
6.0_low,5.0_high,257,238,1.5,1.0,0.4
6.0_low,5.0_high,337,323,2.0,1.0,0.33
6.0_low,5.0_high,417,408,2.5,1.0,0.27
6.0_low,5.0_high,500,490,3.0,1.0,0.2
6.0_low,5.0_high,587,568,3.5,1.0,0.12
6.0_low,5.0_high,665,655,4.0,1.0,0.08
6.0_low,5.0_high,749,736,4.5,1.0,0.07
6.0_low,5.0_high,845,805,5.0,1.0,0.03
6.0_low,5.0_high,923,892,5.5,1.0,0.0
6.0_low,5.0_high,1002,978,6.0,1.0,0.0
6.0_low,5.0_high,1081,1064,6.5,1.0,0.0
6.0_low,5.0_high,1161,1149,7.0,1.0,0.0
6.0_low,5.0_high,1239,1236,7.5,1.0,0.0
6.0_low,5.0_high,1323,1317,8.0,1.0,0.0
6.0_low,5.0_high,1393,1412,8.5,1.0,0.0
6.0_low,5.0_high,1484,1486,9.0,1.0,0.0
6.0_low,5.0_high,1566,1569,9.5,1.0,0.0
6.0_low,4.0_high,98,104,1.0,1.0,0.84
6.0_low,4.0_high,148,155,1.5,0.98,0.79
6.0_low,4.0_high,201,203,2.0,1.0,0.64
6.0_low,4.0_high,254,251,2.5,0.99,0.51
6.0_low,4.0_high,301,305,3.0,0.99,0.43
6.0_low,4.0_high,347,360,3.5,0.97,0.41
6.0_low,4.0_high,400,408,4.0,0.99,0.35
6.0_low,4.0_high,451,458,4.5,0.99,0.31
6.0_low,4.0_high,506,504,5.0,0.99,0.27
6.0_low,4.0_high,561,550,5.5,0.99,0.23
6.0_low,4.0_high,617,595,6.0,0.98,0.2
6.0_low,4.0_high,672,641,6.5,0.98,0.16
6.0_low,4.0_high,745,669,7.0,0.99,0.16
6.0_low,4.0_high,794,721,7.5,0.98,0.14
6.0_low,4.0_high,846,770,8.0,0.99,0.13
6.0_low,4.0_high,889,828,8.5,0.99,0.09
6.0_low,4.0_high,939,879,9.0,0.99,0.07
6.0_low,4.0_high,984,935,9.5,0.99,0.08
6.0_low,3.0_high,173,157,1.0,0.98,0.73
6.0_low,3.0_high,257,238,1.5,0.98,0.59
6.0_low,3.0_high,337,323,2.0,0.97,0.59
6.0_low,3.0_high,417,408,2.5,0.96,0.57
6.0_low,3.0_high,500,490,3.0,0.99,0.41
6.0_low,3.0_high,587,568,3.5,0.97,0.37
6.0_low,3.0_high,665,655,4.0,0.97,0.35
6.0_low,3.0_high,749,736,4.5,0.98,0.34
6.0_low,3.0_high,845,805,5.0,0.98,0.26
6.0_low,3.0_high,923,892,5.5,0.98,0.22
6.0_low,3.0_high,1002,978,6.0,0.98,0.21
6.0_low,3.0_high,1081,1064,6.5,0.98,0.2
6.0_low,3.0_high,1161,1149,7.0,0.99,0.19
6.0_low,3.0_high,1239,1236,7.5,0.99,0.17
6.0_low,3.0_high,1323,1317,8.0,0.99,0.09
6.0_low,3.0_high,1393,1412,8.5,0.99,0.11
6.0_low,3.0_high,1484,1486,9.0,0.99,0.08
6.0_low,3.0_high,1566,1569,9.5,0.99,0.06
6.0_low,2.0_high,173,157,1.0,0.99,0.57
6.0_low,2.0_high,257,238,1.5,1.0,0.4
6.0_low,2.0_high,337,323,2.0,1.0,0.28
6.0_low,2.0_high,417,408,2.5,1.0,0.23
6.0_low,2.0_high,500,490,3.0,1.0,0.14
6.0_low,2.0_high,587,568,3.5,1.0,0.07
6.0_low,2.0_high,665,655,4.0,1.0,0.06
6.0_low,2.0_high,749,736,4.5,1.0,0.03
6.0_low,2.0_high,845,805,5.0,1.0,0.03
6.0_low,2.0_high,923,892,5.5,1.0,0.01
6.0_low,2.0_high,1002,978,6.0,1.0,0.01
6.0_low,2.0_high,1081,1064,6.5,1.0,0.0
6.0_low,2.0_high,1161,1149,7.0,1.0,0.0
6.0_low,2.0_high,1239,1236,7.5,1.0,0.0
6.0_low,2.0_high,1323,1317,8.0,1.0,0.0
6.0_low,2.0_high,1393,1412,8.5,1.0,0.0
6.0_low,2.0_high,1484,1486,9.0,1.0,0.0
6.0_low,2.0_high,1566,1569,9.5,1.0,0.0
3.0_low,2.0_low,388,342,1.0,1.0,0.44
3.0_low,2.0_low,565,530,1.5,1.0,0.17
3.0_low,2.0_low,746,714,2.0,0.99,0.12
3.0_low,2.0_low,917,908,2.5,0.99,0.1
3.0_low,2.0_low,1105,1085,3.0,1.0,0.06
3.0_low,2.0_low,1311,1244,3.5,0.99,0.03
3.0_low,2.0_low,1501,1419,4.0,1.0,0.0
3.0_low,2.0_low,1688,1597,4.5,1.0,0.0
3.0_low,2.0_low,1858,1792,5.0,1.0,0.0
3.0_low,2.0_low,2042,1973,5.5,1.0,0.0
3.0_low,2.0_low,2226,2154,6.0,1.0,0.0
3.0_low,2.0_low,2407,2338,6.5,1.0,0.0
3.0_low,2.0_low,2593,2517,7.0,1.0,0.0
3.0_low,2.0_low,2769,2706,7.5,1.0,0.0
3.0_low,2.0_low,2947,2893,8.0,1.0,0.0
3.0_low,2.0_low,3110,3095,8.5,1.0,0.0
3.0_low,2.0_low,3289,3281,9.0,1.0,0.0
3.0_low,2.0_low,3485,3450,9.5,1.0,0.0
3.0_low,1.0_low,5,1,1.0,-0.01,-0.01
3.0_low,1.0_low,6,3,1.5,0.15,0.23
3.0_low,1.0_low,7,5,2.0,0.63,1.0
3.0_low,1.0_low,10,5,2.5,0.62,1.0
3.0_low,1.0_low,10,8,3.0,0.48,1.0
3.0_low,1.0_low,12,9,3.5,0.48,1.0
3.0_low,1.0_low,14,10,4.0,0.4,1.0
3.0_low,1.0_low,15,12,4.5,0.36,1.0
3.0_low,1.0_low,16,14,5.0,0.31,1.0
3.0_low,1.0_low,17,16,5.5,0.26,1.0
3.0_low,1.0_low,20,16,6.0,0.22,1.0
3.0_low,1.0_low,21,18,6.5,0.19,1.0
3.0_low,1.0_low,23,19,7.0,0.18,1.0
3.0_low,1.0_low,23,22,7.5,0.13,1.0
3.0_low,1.0_low,24,24,8.0,0.11,1.0
3.0_low,1.0_low,25,26,8.5,0.08,1.0
3.0_low,1.0_low,26,28,9.0,0.08,1.0
3.0_low,1.0_low,28,29,9.5,0.06,1.0
3.0_low,1.0_typical,15,7,1.0,0.96,0.95
3.0_low,1.0_typical,20,13,1.5,0.86,0.97
3.0_low,1.0_typical,25,19,2.0,0.8,0.99
3.0_low,1.0_typical,28,27,2.5,0.78,0.99
3.0_low,1.0_typical,34,32,3.0,0.75,0.99
3.0_low,1.0_typical,39,38,3.5,0.71,1.0
3.0_low,1.0_typical,45,43,4.0,0.67,1.0
3.0_low,1.0_typical,52,47,4.5,0.63,1.0
3.0_low,1.0_typical,60,50,5.0,0.61,1.0
3.0_low,1.0_typical,64,57,5.5,0.56,1.0
3.0_low,1.0_typical,72,60,6.0,0.5,1.0
3.0_low,1.0_typical,79,64,6.5,0.51,1.0
3.0_low,1.0_typical,86,68,7.0,0.45,1.0
3.0_low,1.0_typical,90,75,7.5,0.38,1.0
3.0_low,1.0_typical,96,80,8.0,0.35,1.0
3.0_low,1.0_typical,101,86,8.5,0.35,1.0
3.0_low,1.0_typical,107,91,9.0,0.31,0.99
3.0_low,1.0_typical,116,93,9.5,0.31,1.0
3.0_low,5.0_high,333,301,1.0,0.25,1.0
3.0_low,5.0_high,485,466,1.5,0.11,1.0
3.0_low,5.0_high,641,627,2.0,0.05,1.0
3.0_low,5.0_high,797,788,2.5,0.01,1.0
3.0_low,5.0_high,969,933,3.0,0.0,1.0
3.0_low,5.0_high,1136,1083,3.5,0.0,1.0
3.0_low,5.0_high,1309,1227,4.0,0.0,1.0
3.0_low,5.0_high,1474,1379,4.5,0.0,1.0
3.0_low,5.0_high,1630,1540,5.0,0.0,1.0
3.0_low,5.0_high,1798,1689,5.5,0.0,1.0
3.0_low,5.0_high,1961,1843,6.0,0.0,1.0
3.0_low,5.0_high,2118,2003,6.5,0.0,1.0
3.0_low,5.0_high,2281,2157,7.0,0.0,1.0
3.0_low,5.0_high,2431,2324,7.5,0.0,1.0
3.0_low,5.0_high,2593,2479,8.0,0.0,1.0
3.0_low,5.0_high,2737,2652,8.5,0.0,1.0
3.0_low,5.0_high,2895,2811,9.0,0.0,1.0
3.0_low,5.0_high,3072,2951,9.5,0.0,1.0
3.0_low,4.0_high,98,104,1.0,0.99,0.88
3.0_low,4.0_high,148,155,1.5,0.99,0.81
3.0_low,4.0_high,201,203,2.0,0.99,0.76
3.0_low,4.0_high,254,251,2.5,0.99,0.71
3.0_low,4.0_high,301,305,3.0,0.99,0.61
3.0_low,4.0_high,347,360,3.5,0.97,0.54
3.0_low,4.0_high,400,408,4.0,0.98,0.51
3.0_low,4.0_high,451,458,4.5,0.98,0.47
3.0_low,4.0_high,506,504,5.0,0.98,0.44
3.0_low,4.0_high,561,550,5.5,0.98,0.38
3.0_low,4.0_high,617,595,6.0,0.99,0.37
3.0_low,4.0_high,672,641,6.5,0.98,0.33
3.0_low,4.0_high,745,669,7.0,0.97,0.35
3.0_low,4.0_high,794,721,7.5,0.97,0.31
3.0_low,4.0_high,846,770,8.0,0.98,0.31
3.0_low,4.0_high,889,828,8.5,0.98,0.28
3.0_low,4.0_high,939,879,9.0,0.99,0.28
3.0_low,4.0_high,984,935,9.5,0.98,0.27
3.0_low,3.0_high,206,198,1.0,0.71,0.99
3.0_low,3.0_high,306,300,1.5,0.62,0.99
3.0_low,3.0_high,414,394,2.0,0.43,0.99
3.0_low,3.0_high,520,490,2.5,0.28,0.99
3.0_low,3.0_high,623,589,3.0,0.26,0.98
3.0_low,3.0_high,725,689,3.5,0.2,1.0
3.0_low,3.0_high,818,798,4.0,0.17,0.99
3.0_low,3.0_high,922,896,4.5,0.15,0.99
3.0_low,3.0_high,1031,989,5.0,0.09,0.99
3.0_low,3.0_high,1129,1093,5.5,0.08,1.0
3.0_low,3.0_high,1225,1199,6.0,0.05,0.99
3.0_low,3.0_high,1327,1299,6.5,0.04,1.0
3.0_low,3.0_high,1428,1400,7.0,0.02,1.0
3.0_low,3.0_high,1526,1504,7.5,0.01,1.0
3.0_low,3.0_high,1633,1599,8.0,0.01,1.0
3.0_low,3.0_high,1722,1712,8.5,0.0,1.0
3.0_low,3.0_high,1839,1797,9.0,0.0,1.0
3.0_low,3.0_high,1931,1907,9.5,0.0,1.0
3.0_low,2.0_high,313,283,1.0,0.91,0.82
3.0_low,2.0_high,458,436,1.5,0.94,0.8
3.0_low,2.0_high,608,584,2.0,0.91,0.72
3.0_low,2.0_high,756,734,2.5,0.89,0.67
3.0_low,2.0_high,919,869,3.0,0.86,0.65
3.0_low,2.0_high,1070,1016,3.5,0.83,0.59
3.0_low,2.0_high,1237,1147,4.0,0.81,0.53
3.0_low,2.0_high,1387,1295,4.5,0.77,0.52
3.0_low,2.0_high,1533,1447,5.0,0.79,0.47
3.0_low,2.0_high,1686,1592,5.5,0.8,0.45
3.0_low,2.0_high,1835,1741,6.0,0.74,0.4
3.0_low,2.0_high,1989,1885,6.5,0.76,0.33
3.0_low,2.0_high,2136,2036,7.0,0.72,0.32
3.0_low,2.0_high,2279,2191,7.5,0.67,0.33
3.0_low,2.0_high,2433,2335,8.0,0.66,0.29
3.0_low,2.0_high,2563,2503,8.5,0.64,0.23
3.0_low,2.0_high,2709,2655,9.0,0.66,0.2
3.0_low,2.0_high,2878,2784,9.5,0.61,0.19
2.0_low,1.0_low,5,1,1.0,-0.01,-0.01
2.0_low,1.0_low,6,3,1.5,0.23,0.18
2.0_low,1.0_low,7,5,2.0,0.97,0.85
2.0_low,1.0_low,10,5,2.5,0.97,0.87
2.0_low,1.0_low,10,8,3.0,0.98,0.9
2.0_low,1.0_low,12,9,3.5,0.97,0.86
2.0_low,1.0_low,14,10,4.0,0.97,0.88
2.0_low,1.0_low,15,12,4.5,0.97,0.89
2.0_low,1.0_low,16,14,5.0,0.98,0.93
2.0_low,1.0_low,17,16,5.5,1.0,0.91
2.0_low,1.0_low,20,16,6.0,1.0,0.92
2.0_low,1.0_low,21,18,6.5,0.98,0.92
2.0_low,1.0_low,23,19,7.0,0.98,0.93
2.0_low,1.0_low,23,22,7.5,0.99,0.9
2.0_low,1.0_low,24,24,8.0,0.99,0.91
2.0_low,1.0_low,25,26,8.5,0.99,0.91
2.0_low,1.0_low,26,28,9.0,0.99,0.91
2.0_low,1.0_low,28,29,9.5,0.99,0.91
2.0_low,1.0_typical,15,7,1.0,0.98,0.88
2.0_low,1.0_typical,20,13,1.5,0.97,0.93
2.0_low,1.0_typical,25,19,2.0,0.96,0.92
2.0_low,1.0_typical,28,27,2.5,0.98,0.91
2.0_low,1.0_typical,34,32,3.0,0.99,0.91
2.0_low,1.0_typical,39,38,3.5,0.99,0.91
2.0_low,1.0_typical,45,43,4.0,0.99,0.94
2.0_low,1.0_typical,52,47,4.5,0.99,0.92
2.0_low,1.0_typical,60,50,5.0,0.98,0.92
2.0_low,1.0_typical,64,57,5.5,0.96,0.9
2.0_low,1.0_typical,72,60,6.0,0.97,0.9
2.0_low,1.0_typical,79,64,6.5,0.98,0.91
2.0_low,1.0_typical,86,68,7.0,0.97,0.91
2.0_low,1.0_typical,90,75,7.5,0.97,0.93
2.0_low,1.0_typical,96,80,8.0,0.99,0.91
2.0_low,1.0_typical,101,86,8.5,0.97,0.88
2.0_low,1.0_typical,107,91,9.0,0.97,0.83
2.0_low,1.0_typical,116,93,9.5,0.97,0.84
2.0_low,4.0_high,98,104,1.0,0.99,0.81
2.0_low,4.0_high,148,155,1.5,0.99,0.79
2.0_low,4.0_high,201,203,2.0,0.98,0.73
2.0_low,4.0_high,254,251,2.5,0.96,0.71
2.0_low,4.0_high,301,305,3.0,0.96,0.62
2.0_low,4.0_high,347,360,3.5,0.98,0.58
2.0_low,4.0_high,400,408,4.0,0.98,0.56
2.0_low,4.0_high,451,458,4.5,0.98,0.49
2.0_low,4.0_high,506,504,5.0,0.99,0.47
2.0_low,4.0_high,561,550,5.5,0.98,0.46
2.0_low,4.0_high,617,595,6.0,0.98,0.5
2.0_low,4.0_high,672,641,6.5,0.97,0.42
2.0_low,4.0_high,745,669,7.0,0.97,0.38
2.0_low,4.0_high,794,721,7.5,0.97,0.35
2.0_low,4.0_high,846,770,8.0,0.96,0.33
2.0_low,4.0_high,889,828,8.5,0.97,0.28
2.0_low,4.0_high,939,879,9.0,0.96,0.23
2.0_low,4.0_high,984,935,9.5,0.97,0.26
2.0_low,3.0_high,206,198,1.0,0.78,0.98
2.0_low,3.0_high,306,300,1.5,0.57,1.0
2.0_low,3.0_high,414,394,2.0,0.44,1.0
2.0_low,3.0_high,520,490,2.5,0.29,1.0
2.0_low,3.0_high,623,589,3.0,0.27,1.0
2.0_low,3.0_high,725,689,3.5,0.18,1.0
2.0_low,3.0_high,818,798,4.0,0.19,1.0
2.0_low,3.0_high,922,896,4.5,0.14,1.0
2.0_low,3.0_high,1031,989,5.0,0.12,1.0
2.0_low,3.0_high,1129,1093,5.5,0.06,1.0
2.0_low,3.0_high,1225,1199,6.0,0.06,1.0
2.0_low,3.0_high,1327,1299,6.5,0.04,1.0
2.0_low,3.0_high,1428,1400,7.0,0.04,1.0
2.0_low,3.0_high,1526,1504,7.5,0.02,1.0
2.0_low,3.0_high,1633,1599,8.0,0.01,1.0
2.0_low,3.0_high,1722,1712,8.5,0.0,1.0
2.0_low,3.0_high,1839,1797,9.0,0.0,1.0
2.0_low,3.0_high,1931,1907,9.5,0.0,1.0
2.0_low,2.0_high,313,283,1.0,0.98,0.84
2.0_low,2.0_high,458,436,1.5,0.98,0.8
2.0_low,2.0_high,608,584,2.0,0.93,0.72
2.0_low,2.0_high,756,734,2.5,0.9,0.73
2.0_low,2.0_high,919,869,3.0,0.88,0.64
2.0_low,2.0_high,1070,1016,3.5,0.85,0.6
2.0_low,2.0_high,1237,1147,4.0,0.86,0.58
2.0_low,2.0_high,1387,1295,4.5,0.8,0.51
2.0_low,2.0_high,1533,1447,5.0,0.78,0.45
2.0_low,2.0_high,1686,1592,5.5,0.76,0.44
2.0_low,2.0_high,1835,1741,6.0,0.72,0.44
2.0_low,2.0_high,1989,1885,6.5,0.72,0.34
2.0_low,2.0_high,2136,2036,7.0,0.72,0.31
2.0_low,2.0_high,2279,2191,7.5,0.68,0.31
2.0_low,2.0_high,2433,2335,8.0,0.65,0.28
2.0_low,2.0_high,2563,2503,8.5,0.65,0.24
