group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
2.0_female,4.0_female,400,400,1.0,0.49,1.0,,,,-0.018069852941177474,0.04966199448529186,0.015391544117646205
2.0_female,4.0_female,600,600,1.5,0.35,1.0,,,,-0.0003633067810460966,0.053151337826796215,0.02650939542483599
2.0_female,4.0_female,800,800,2.0,0.21,1.0,,,,0.0009276501225496531,0.04829977022058923,0.023974877450980703
2.0_female,4.0_female,1000,1000,2.5,0.11,1.0,,,,0.005025177696079776,0.045951029411766195,0.02518357843137342
2.0_female,4.0_female,1200,1200,3.0,0.07,1.0,,,,0.007640722017974812,0.04885407986111237,0.02908088235294204
2.0_female,4.0_female,1400,1400,3.5,0.05,1.0,,,,0.0080752232142862,0.04218673844538075,0.025178571428572938
2.0_female,4.0_female,1600,1600,4.0,0.01,1.0,,,,0.0015216337316176706,0.03597157628676754,0.01865854779411935
2.0_female,4.0_female,1800,1800,4.5,0.0,1.0,,,,0.0004339052287625038,0.0309979847494593,0.015726715686276704
2.0_female,4.0_female,2000,2000,5.0,0.0,1.0,,,,0.002222757352945498,0.0318047212009861,0.017095220588238202
2.0_female,4.0_male,700,700,1.0,0.52,1.0,,,,-0.003955672268907216,0.042355812324930485,0.019540266106442883
2.0_female,4.0_male,1050,1050,1.5,0.34,0.97,,,,0.0014076914098986454,0.03894505718954468,0.019762605042017656
2.0_female,4.0_male,1400,1400,2.0,0.25,0.97,,,,0.002938721113445876,0.03329552696078703,0.018368172268907856
2.0_female,4.0_male,1750,1750,2.5,0.16,0.98,,,,-0.0002567016806702335,0.026747591036416885,0.013253501400562362
2.0_female,4.0_male,2100,2100,3.0,0.12,0.99,,,,0.0024040528711515505,0.026873173436046588,0.014519841269845735
2.0_female,4.0_male,2450,2450,3.5,0.08,0.99,,,,0.002999069627855566,0.026278361344543408,0.014840036014410196
2.0_female,4.0_male,2800,2800,4.0,0.07,0.98,,,,0.00554262955182399,0.02670223433123721,0.015732930672274104
2.0_female,4.0_male,3150,3150,4.5,0.04,0.97,,,,0.0015084714441384248,0.0223319969654594,0.011998521630880998
2.0_female,4.0_male,3500,3500,5.0,0.01,0.98,,,,0.0012692682072916912,0.021626213235303865,0.011128641456590094
2.0_female,6.0_male,500,500,1.0,0.38,1.0,,,,-0.016044399509803936,0.03724245098039222,0.00929803921568606
2.0_female,6.0_male,750,750,1.5,0.24,1.0,,,,-0.002407777777777495,0.0411747303921583,0.020069281045752452
2.0_female,6.0_male,1000,1000,2.0,0.09,1.0,,,,0.004226623774509837,0.042681979166666,0.023934068627451954
2.0_female,6.0_male,1250,1250,2.5,0.02,1.0,,,,0.005502485294118127,0.03960059313725622,0.022930588235295146
2.0_female,6.0_male,1500,1500,3.0,0.03,1.0,,,,0.011274513888890648,0.042224178921571834,0.02613872549019769
2.0_female,6.0_male,1750,1750,3.5,0.02,1.0,,,,0.010891197478995064,0.038184730392159735,0.024353221288517357
2.0_female,6.0_male,2000,2000,4.0,0.01,1.0,,,,0.009997591911768987,0.037475646446081916,0.023894240196081995
2.0_female,6.0_male,2250,2250,4.5,0.0,1.0,,,,0.010772941176477438,0.03546431644880721,0.023210348583882157
2.0_female,6.0_male,2500,2500,5.0,0.0,1.0,,,,0.007229262254907803,0.03150250980392899,0.020046568627455352
2.0_female,3.0_male,1050,1050,1.0,0.72,0.86,,,,-0.012853594771242552,0.022261548786180654,0.0047089169000926745
2.0_female,3.0_male,1575,1575,1.5,0.63,0.76,,,,-0.015144705104265375,0.013074961095548893,-0.0008012760659822371
2.0_female,3.0_male,2100,2100,2.0,0.57,0.7,,,,-0.011487097338935553,0.01332733134920794,0.0012613211951477687
2.0_female,3.0_male,2625,2625,2.5,0.5,0.64,,,,-0.01280039449112598,0.008258513071899756,-0.002584220354804101
2.0_female,3.0_male,3150,3150,3.0,0.39,0.64,,,,-0.014531415343912531,0.006855703392476523,-0.0031926548397074317
2.0_female,3.0_male,3675,3675,3.5,0.34,0.58,,,,-0.011570850006661089,0.006288593770853687,-0.0025758970254690094
2.0_female,3.0_male,4200,4200,4.0,0.27,0.49,,,,-0.009589933473378272,0.008623284313737033,-0.0001754785247346513
2.0_female,3.0_male,4725,4725,4.5,0.18,0.47,,,,-0.009124329546626618,0.007886194107279457,-0.00022284469342515045
2.0_female,3.0_male,5250,5250,5.0,0.12,0.43,,,,-0.008063220121376058,0.007870833333342023,-2.8478057819691927e-06
4.0_female,4.0_male,400,400,1.0,0.99,0.56,,,,-0.046517647058821665,0.02073860294117704,-0.01256862745097953
4.0_female,4.0_male,600,600,1.5,1.0,0.45,,,,-0.031538970588233406,0.017964950980393024,-0.006447712418299667
4.0_female,4.0_male,800,800,2.0,1.0,0.33,,,,-0.03082071078431429,0.0124452818627451,-0.008747549019607948
4.0_female,4.0_male,1000,1000,2.5,1.0,0.21,,,,-0.025856666666666896,0.010060686274512034,-0.008186274509803804
4.0_female,4.0_male,1200,1200,3.0,1.0,0.14,,,,-0.03074656862745112,0.004988888888890455,-0.012823529411765566
4.0_female,4.0_male,1400,1400,3.5,1.0,0.1,,,,-0.027174194677871265,0.0048731442577006,-0.011145658263307046
4.0_female,4.0_male,1600,1600,4.0,1.0,0.07,,,,-0.022887837009805928,0.005167218137255198,-0.008991421568628533
4.0_female,4.0_male,1800,1800,4.5,1.0,0.01,,,,-0.02248872549019969,0.0052182461873634955,-0.008892156862745915
4.0_female,4.0_male,2000,2000,5.0,1.0,0.01,,,,-0.02253747549019621,0.002704044117650687,-0.009616666666666829
4.0_female,6.0_male,400,400,1.0,0.89,0.92,,,,-0.03487106311274406,0.029254059436275175,-0.0024454656862744617
4.0_female,6.0_male,600,600,1.5,0.86,0.87,,,,-0.024640747549018613,0.025942095588235414,0.0014203431372551423
4.0_female,6.0_male,800,800,2.0,0.85,0.81,,,,-0.01700535386029195,0.026146652879902792,0.004692708333334128
4.0_female,6.0_male,1000,1000,2.5,0.82,0.76,,,,-0.02057239583333318,0.019329705882353134,-0.00022622549019579719
4.0_female,6.0_male,1200,1200,3.0,0.82,0.73,,,,-0.01874616013072009,0.017863710171569104,0.0006513480392156268
4.0_female,6.0_male,1400,1400,3.5,0.81,0.69,,,,-0.014370063025212532,0.016544625350138953,0.0010192577030805339
4.0_female,6.0_male,1600,1600,4.0,0.79,0.62,,,,-0.009762216605391772,0.02027563955270001,0.005584252450981708
4.0_female,6.0_male,1800,1800,4.5,0.79,0.63,,,,-0.007259970724398861,0.02081423611111366,0.00658687363834487
4.0_female,6.0_male,2000,2000,5.0,0.76,0.6,,,,-0.009737619485293468,0.01662718750000152,0.0036982843137258747
4.0_female,2.0_male,400,400,1.0,0.95,0.73,,,,-0.05193872549019552,0.011217647058822777,-0.02046813725490204
4.0_female,2.0_male,600,600,1.5,0.95,0.61,,,,-0.040892504084965794,0.005690420751635825,-0.017316993464051023
4.0_female,2.0_male,800,800,2.0,0.97,0.49,,,,-0.029401072303921368,0.012102680759804328,-0.007962009803921144
4.0_female,2.0_male,1000,1000,2.5,0.97,0.42,,,,-0.022623578431372467,0.014680661764706959,-0.00529901960784307
4.0_female,2.0_male,1200,1200,3.0,0.98,0.33,,,,-0.025475888480392457,0.009048233251635323,-0.008181781045751624
4.0_female,2.0_male,1400,1400,3.5,0.98,0.24,,,,-0.023005164565826807,0.009876242997198314,-0.007191526610645038
4.0_female,2.0_male,1600,1600,4.0,0.98,0.2,,,,-0.01871017922794216,0.011307375919119265,-0.0037582720588233975
4.0_female,2.0_male,1800,1800,4.5,0.96,0.18,,,,-0.017859756263615356,0.010229125816994502,-0.0033385076252716583
4.0_female,2.0_male,2000,2000,5.0,0.97,0.14,,,,-0.019306930147057262,0.007448811274507101,-0.00581911764705878
4.0_male,6.0_male,500,500,1.0,0.21,0.99,,,,-0.01330904411764764,0.033768174019606356,0.01035735294117579
4.0_male,6.0_male,750,750,1.5,0.13,1.0,,,,-0.013967549019609789,0.02599907679738408,0.006921895424836122
4.0_male,6.0_male,1000,1000,2.0,0.05,1.0,,,,-0.0028117401960779595,0.03188906862745224,0.014458088235295485
4.0_male,6.0_male,1250,1250,2.5,0.03,1.0,,,,-0.009084568627453191,0.02283453921568581,0.007168039215687205
4.0_male,6.0_male,1500,1500,3.0,0.02,1.0,,,,-0.0002969199346445281,0.026707450980390204,0.01332892156862775
4.0_male,6.0_male,1750,1750,3.5,0.01,0.99,,,,0.000550497198880652,0.025370430672269594,0.013160504201681356
4.0_male,6.0_male,2000,2000,4.0,0.01,1.0,,,,0.004874264705883608,0.026790220588237545,0.015969362745098636
4.0_male,6.0_male,2250,2250,4.5,0.01,1.0,,,,0.008604784858388871,0.029447102396517676,0.01868387799564286
4.0_male,6.0_male,2500,2500,5.0,0.0,1.0,,,,0.004389240196077039,0.0254189338235292,0.015287254901960035
4.0_male,2.0_male,700,700,1.0,0.67,0.92,,,,-0.029670973389353095,0.006835101540617887,-0.01105392156862639
4.0_male,2.0_male,1050,1050,1.5,0.51,0.92,,,,-0.01611870915032597,0.014228793183941678,-0.001422969187673817
4.0_male,2.0_male,1400,1400,2.0,0.4,0.88,,,,-0.01437594537815056,0.01284959733893642,-0.0007881652661057004
4.0_male,2.0_male,1750,1750,2.5,0.33,0.82,,,,-0.008882282913165845,0.014705546218485795,0.0024252100840335133
4.0_male,2.0_male,2100,2100,3.0,0.26,0.79,,,,-0.010011140289452412,0.011584366246495519,0.0010611577964498853
4.0_male,2.0_male,2450,2450,3.5,0.18,0.81,,,,-0.008890081032415998,0.011805227090836182,0.0012028811524591454
4.0_male,2.0_male,2800,2800,4.0,0.15,0.74,,,,-0.008105768557426096,0.011783162640054636,0.0017592787114825148
4.0_male,2.0_male,3150,3150,4.5,0.1,0.76,,,,-0.006618584656085091,0.010182621381886907,0.0015913476501711044
4.0_male,2.0_male,3500,3500,5.0,0.07,0.71,,,,-0.00559661064425462,0.010390630252103105,0.002033333333335441
4.0_male,3.0_male,700,700,1.0,0.97,0.41,,,,-0.03500203956582455,0.003190064775911501,-0.016161764705881265
4.0_male,3.0_male,1050,1050,1.5,0.96,0.23,,,,-0.024212704248367453,0.006871200980391928,-0.008404761904761693
4.0_male,3.0_male,1400,1400,2.0,0.98,0.15,,,,-0.02480094975490333,0.0020355873599432195,-0.011713760504201809
4.0_male,3.0_male,1750,1750,2.5,1.0,0.06,,,,-0.023085332633055584,-0.00014216036414543137,-0.011319327731092788
4.0_male,3.0_male,2100,2100,3.0,0.99,0.05,,,,-0.02417007469654578,-0.003478408029881506,-0.013575746965453495
4.0_male,3.0_male,2450,2450,3.5,0.97,0.03,,,,-0.02402456982793294,-0.004122646558621931,-0.013549119647859542
4.0_male,3.0_male,2800,2800,4.0,0.96,0.0,,,,-0.02095307685574226,-0.002382070640757225,-0.012214023109244132
4.0_male,3.0_male,3150,3150,4.5,1.0,0.0,,,,-0.02055122938064648,-0.00355620525988274,-0.01216168689698316
4.0_male,3.0_male,3500,3500,5.0,0.99,0.0,,,,-0.021064784663869938,-0.004001050420169721,-0.012186414565829251
6.0_male,2.0_male,500,500,1.0,0.99,0.5,,,,-0.038783688725489866,0.005499252450979604,-0.017006372549019377
