group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
6.0_low,3.0_low,750,750,5.0,1.0,0.15,,,,-0.028176470588232836,0.011100000000000783,-0.008470588235293675
6.0_low,2.0_low,150,150,1.0,1.0,0.43,,,,-0.06166911764705824,0.022656862745098948,-0.019313725490195943
6.0_low,2.0_low,225,225,1.5,1.0,0.23,,,,-0.04425490196078444,0.026535947712418087,-0.008692810457516353
6.0_low,2.0_low,300,300,2.0,1.0,0.14,,,,-0.04710784313725502,0.017556372549020052,-0.01416666666666655
6.0_low,2.0_low,375,375,2.5,1.0,0.11,,,,-0.040431372549018435,0.01392941176470621,-0.014156862745097532
6.0_low,2.0_low,450,450,3.0,1.0,0.05,,,,-0.03716584967320142,0.010032679738562159,-0.013431372549018938
6.0_low,2.0_low,525,525,3.5,1.0,0.01,,,,-0.050175070028008736,-0.004610644257701989,-0.027759103641455507
6.0_low,2.0_low,600,600,4.0,1.0,0.01,,,,-0.05569056372548678,-0.011218749999998813,-0.03350490196078315
6.0_low,2.0_low,675,675,4.5,1.0,0.0,,,,-0.056318627450977835,-0.017340958605662447,-0.03694989106753643
6.0_low,2.0_low,750,750,5.0,1.0,0.0,,,,-0.05262843137254654,-0.016840196078429147,-0.03466666666666529
6.0_low,5.0_high,150,150,1.0,0.99,0.77,,,,-0.02401960784313717,0.04853186274509786,0.013235294117647123
6.0_low,5.0_high,225,225,1.5,0.99,0.64,,,,-0.026470588235294468,0.03367973856209104,0.0043790849673200904
6.0_low,5.0_high,300,300,2.0,0.99,0.61,,,,-0.020698529411765195,0.029759803921567886,0.004264705882352282
6.0_low,5.0_high,375,375,2.5,0.96,0.56,,,,-0.022282352941176656,0.02695294117647026,0.003254901960784262
6.0_low,5.0_high,450,450,3.0,0.96,0.47,,,,-0.011536764705882996,0.03212745098039062,0.010098039215685528
6.0_low,5.0_high,525,525,3.5,0.99,0.39,,,,-0.016306022408963238,0.023905462184872803,0.0032773109243694476
6.0_low,5.0_high,600,600,4.0,0.99,0.32,,,,-0.012264705882351793,0.027262867647057366,0.006985294117647034
6.0_low,5.0_high,675,675,4.5,0.99,0.31,,,,-0.018759259259258032,0.019023420479302954,8.714596949932485e-05
6.0_low,5.0_high,750,750,5.0,0.99,0.31,,,,-0.016216176470586957,0.018226470588235785,0.0003137254901967035
6.0_low,4.0_high,100,100,1.0,1.0,0.35,,,,-0.07442279411764698,0.0067794117647060476,-0.03249999999999975
6.0_low,4.0_high,150,150,1.5,1.0,0.17,,,,-0.049730392156863125,0.014414215686274608,-0.016666666666666607
6.0_low,4.0_high,200,200,2.0,1.0,0.06,,,,-0.05969546568627399,0.0003289215686281127,-0.030166666666666342
6.0_low,4.0_high,250,250,2.5,1.0,0.02,,,,-0.06491666666666515,-0.00824470588235228,-0.03519215686274435
6.0_low,4.0_high,300,300,3.0,1.0,0.01,,,,-0.05208831699346317,-0.0035996732026123343,-0.027820261437907834
6.0_low,4.0_high,350,350,3.5,1.0,0.0,,,,-0.045848879551819176,0.0001439075630263395,-0.023196078431371947
6.0_low,4.0_high,400,400,4.0,1.0,0.0,,,,-0.052457291666665316,-0.00981102941176315,-0.030894607843136135
6.0_low,4.0_high,450,450,4.5,1.0,0.0,,,,-0.052793355119823054,-0.013097494553374854,-0.03425925925925777
6.0_low,4.0_high,500,500,5.0,1.0,0.0,,,,-0.05560862745097816,-0.01636240196078169,-0.03706862745097883
6.0_low,3.0_high,150,150,1.0,1.0,0.8,,,,-0.021093137254900897,0.05510784313725562,0.01362745098039242
6.0_low,3.0_high,225,225,1.5,1.0,0.75,,,,-0.0330098039215682,0.032031045751634075,-6.535947712427159e-05
6.0_low,3.0_high,300,300,2.0,1.0,0.67,,,,-0.02332679738562061,0.0332993464052285,0.0033888888888886637
6.0_low,3.0_high,375,375,2.5,1.0,0.62,,,,-0.023924509803920142,0.025772875816994695,-0.00026928104575130174
6.0_low,3.0_high,450,450,3.0,1.0,0.52,,,,-0.02160909586056642,0.023604030501087885,0.0004945533769061816
6.0_low,3.0_high,525,525,3.5,1.0,0.42,,,,-0.021510690943043434,0.018392063492062335,-0.0008608776844072352
6.0_low,3.0_high,600,600,4.0,1.0,0.41,,,,-0.02201838235294022,0.015312499999998678,-0.003302287581699259
6.0_low,3.0_high,675,675,4.5,1.0,0.37,,,,-0.023760856935364713,0.012605156136528711,-0.005397240377632118
6.0_low,3.0_high,750,750,5.0,1.0,0.38,,,,-0.022068594771241158,0.011564673202612778,-0.004779084967319824
6.0_low,2.0_high,150,150,1.0,0.99,0.39,,,,-0.03971323529411716,0.04019607843137307,-0.0008823529411761122
6.0_low,2.0_high,225,225,1.5,1.0,0.17,,,,-0.04818137254901894,0.013540849673203514,-0.017581699346404633
6.0_low,2.0_high,300,300,2.0,1.0,0.07,,,,-0.0504926470588227,0.0038247549019601174,-0.023970588235294188
6.0_low,2.0_high,375,375,2.5,1.0,0.02,,,,-0.044830392156862964,0.0048382352941168175,-0.02074509803921587
6.0_low,2.0_high,450,450,3.0,1.0,0.03,,,,-0.03503349673202611,0.008700980392154868,-0.01277777777777811
6.0_low,2.0_high,525,525,3.5,1.0,0.01,,,,-0.03900980392156828,0.0019404761904743065,-0.018459383753501535
6.0_low,2.0_high,600,600,4.0,1.0,0.0,,,,-0.03730514705882292,0.0007653186274493989,-0.019093137254902137
6.0_low,2.0_high,675,675,4.5,1.0,0.0,,,,-0.04586437908496692,-0.009082788671024848,-0.026753812636165386
6.0_low,2.0_high,750,750,5.0,1.0,0.0,,,,-0.03962941176470648,-0.004543627450980879,-0.02219607843137239
3.0_low,2.0_low,350,350,1.0,1.0,0.39,,,,-0.03412605042016821,0.02168487394957995,-0.007058823529411673
3.0_low,2.0_low,525,525,1.5,0.99,0.16,,,,-0.04906274509803669,-0.003970681605976509,-0.026860877684406592
3.0_low,2.0_low,700,700,2.0,0.99,0.06,,,,-0.047228151260504614,-0.009544117647058897,-0.02871708683473384
3.0_low,2.0_low,875,875,2.5,1.0,0.04,,,,-0.040791932773109205,-0.006072829131652191,-0.024838095238095104
3.0_low,2.0_low,1050,1050,3.0,1.0,0.03,,,,-0.036145845004670225,-0.006308216619983133,-0.02148272642390403
3.0_low,2.0_low,1225,1225,3.5,1.0,0.0,,,,-0.038819447779113544,-0.009134053621450915,-0.024032012805122238
3.0_low,2.0_low,1400,1400,4.0,1.0,0.0,,,,-0.03211134453781571,-0.0040747899159655765,-0.018591036414565387
3.0_low,2.0_low,1575,1575,4.5,1.0,0.0,,,,-0.030394397759103162,-0.005239402427636219,-0.018093993152816013
3.0_low,2.0_low,1750,1750,5.0,1.0,0.0,,,,-0.032756638655462834,-0.008254005602240135,-0.020280112044817833
3.0_low,5.0_high,300,300,1.0,0.79,0.95,,,,-0.0077777777777787785,0.050266339869279336,0.020326797385619932
3.0_low,5.0_high,450,450,1.5,0.7,0.92,,,,-0.00855664488017515,0.03632461873638105,0.013812636165576042
3.0_low,5.0_high,600,600,2.0,0.65,0.92,,,,-0.0007524509803947185,0.04081944444444102,0.019281045751632142
3.0_low,5.0_high,750,750,2.5,0.59,0.92,,,,-0.0013084967320278196,0.03430457516339495,0.016836601307187782
3.0_low,5.0_high,900,900,3.0,0.51,0.89,,,,-0.0044553376906349244,0.028910675381261262,0.01200435729847349
3.0_low,5.0_high,1050,1050,3.5,0.5,0.9,,,,-0.01161577964519464,0.02013492063491759,0.004575163398691684
3.0_low,5.0_high,1200,1200,4.0,0.45,0.9,,,,-0.006719362745096966,0.024072303921567617,0.008790849673202872
3.0_low,5.0_high,1350,1350,4.5,0.43,0.88,,,,-0.0028326071169207344,0.02475708061002227,0.010864197530864539
3.0_low,5.0_high,1500,1500,5.0,0.45,0.87,,,,-0.002747058823528225,0.023216339869282693,0.010287581699347514
3.0_low,4.0_high,100,100,1.0,1.0,0.38,,,,-0.12063235294117666,-0.0241176470588238,-0.07647058823529418
3.0_low,4.0_high,150,150,1.5,1.0,0.23,,,,-0.09336274509803946,-0.020362745098039578,-0.05803921568627479
3.0_low,4.0_high,200,200,2.0,1.0,0.13,,,,-0.0864715686274514,-0.019378431372550103,-0.05266666666666686
3.0_low,4.0_high,250,250,2.5,1.0,0.07,,,,-0.08470627450980284,-0.029635686274509312,-0.05883921568627404
3.0_low,4.0_high,300,300,3.0,1.0,0.05,,,,-0.08240915032679672,-0.02588660130718838,-0.05433986928104506
3.0_low,4.0_high,350,350,3.5,1.0,0.03,,,,-0.07570168067226793,-0.024234733893557167,-0.05147338935574186
3.0_low,4.0_high,400,400,4.0,1.0,0.02,,,,-0.0726992647058813,-0.02532671568627494,-0.04843137254901897
3.0_low,4.0_high,450,450,4.5,1.0,0.0,,,,-0.06856644880174123,-0.02331111111111077,-0.04631808278867011
3.0_low,4.0_high,500,500,5.0,1.0,0.0,,,,-0.07142745098038997,-0.029793921568627008,-0.050980392156861454
3.0_low,3.0_high,200,200,1.0,0.93,0.9,,,,-0.04382352941176482,0.02649264705882385,-0.00794117647058823
3.0_low,3.0_high,300,300,1.5,0.93,0.92,,,,-0.04686274509803834,0.010985294117647815,-0.01627450980392131
3.0_low,3.0_high,400,400,2.0,0.93,0.88,,,,-0.022343382352941338,0.02780392156862711,0.0018431372549018166
3.0_low,3.0_high,500,500,2.5,0.89,0.85,,,,-0.025524509803921493,0.02013431372548931,-0.0013490196078432826
3.0_low,3.0_high,600,600,3.0,0.86,0.82,,,,-0.027444444444443196,0.014619117647058172,-0.00543790849673198
3.0_low,3.0_high,700,700,3.5,0.87,0.75,,,,-0.021501540616245852,0.016068907563023496,-0.0023473389355745944
3.0_low,3.0_high,800,800,4.0,0.84,0.7,,,,-0.021280514705883054,0.01393897058823496,-0.003892156862745355
3.0_low,3.0_high,900,900,4.5,0.86,0.67,,,,-0.018393790849675407,0.015038671023963633,-0.0009760348583882639
3.0_low,3.0_high,1000,1000,5.0,0.81,0.67,,,,-0.016759117647061526,0.014682647058823124,-0.0022901960784317277
3.0_low,2.0_high,250,250,1.0,1.0,0.52,,,,-0.06588823529411736,-0.005170588235294399,-0.03600000000000003
3.0_low,2.0_high,375,375,1.5,1.0,0.24,,,,-0.061803921568627136,-0.01192156862745096,-0.03733333333333322
3.0_low,2.0_high,500,500,2.0,1.0,0.1,,,,-0.055647058823527405,-0.012588235294117234,-0.034117647058822476
3.0_low,2.0_high,625,625,2.5,1.0,0.02,,,,-0.05750588235293963,-0.019757647058822526,-0.03849411764705757
3.0_low,2.0_high,750,750,3.0,1.0,0.01,,,,-0.04800196078431232,-0.012154901960784142,-0.031372549019606955
3.0_low,2.0_high,875,875,3.5,1.0,0.01,,,,-0.044638655462183624,-0.013040336134453635,-0.029109243697478693
3.0_low,2.0_high,1000,1000,4.0,1.0,0.01,,,,-0.04230147058823415,-0.011760294117644274,-0.027235294117646136
3.0_low,2.0_high,1125,1125,4.5,1.0,0.01,,,,-0.0408980392156874,-0.011184313725490058,-0.02609150326797338
3.0_low,2.0_high,1250,1250,5.0,1.0,0.0,,,,-0.04028823529411618,-0.012469411764703488,-0.02654117647058729
2.0_low,6.0_high,50,50,1.0,1.0,0.72,,,,-0.04238235294117689,0.06588235294117584,0.00941176470588212
2.0_low,6.0_high,75,75,1.5,1.0,0.55,,,,-0.020411764705882553,0.058823529411764386,0.016470588235293904
2.0_low,6.0_high,100,100,2.0,0.99,0.41,,,,-0.029426470588235505,0.03766176470588185,0.004117647058823337
2.0_low,6.0_high,125,125,2.5,1.0,0.31,,,,-0.03294117647058693,0.028235294117648357,-0.00188235294117578
2.0_low,6.0_high,150,150,3.0,1.0,0.22,,,,-0.04471568627450888,0.022745098039216205,-0.012156862745097419
2.0_low,6.0_high,175,175,3.5,1.0,0.18,,,,-0.05008403361344483,0.010428571428571981,-0.01949579831932713
2.0_low,6.0_high,200,200,4.0,1.0,0.12,,,,-0.05294852941176474,0.0026617647058824814,-0.023823529411764355
2.0_low,6.0_high,225,225,4.5,1.0,0.07,,,,-0.05490196078431399,-0.000516339869281672,-0.027973856209150716
2.0_low,6.0_high,250,250,5.0,1.0,0.05,,,,-0.05437647058823572,-0.002582352941177299,-0.028941176470588692
2.0_low,5.0_high,300,300,1.0,0.43,1.0,,,,-0.011052287581701424,0.048563725490193416,0.01777777777777656
2.0_low,5.0_high,450,450,1.5,0.21,1.0,,,,0.009368191721131444,0.057386710239647934,0.032897603485836924
2.0_low,5.0_high,600,600,2.0,0.15,1.0,,,,0.017413398692808765,0.05934967320261101,0.038692810457514604
2.0_low,5.0_high,750,750,2.5,0.08,1.0,,,,0.013903267973855056,0.04980522875816682,0.03220915032679583
2.0_low,5.0_high,900,900,3.0,0.04,1.0,,,,0.005227668845315538,0.04127178649237444,0.023311546840958597
2.0_low,5.0_high,1050,1050,3.5,0.0,1.0,,,,0.0063104575163377905,0.0370359477124169,0.021605975723622217
2.0_low,5.0_high,1200,1200,4.0,0.0,1.0,,,,0.004046568627450578,0.034103758169934474,0.019967320261438104
2.0_low,5.0_high,1350,1350,4.5,0.0,1.0,,,,0.009685185185184395,0.03602178649237386,0.022803195352214978
2.0_low,5.0_high,1500,1500,5.0,0.0,1.0,,,,0.010890849673203702,0.03773006535947897,0.024248366013072786
2.0_low,4.0_high,100,100,1.0,0.93,0.96,,,,-0.018838235294117822,0.06942647058823499,0.0252941176470588
2.0_low,4.0_high,150,150,1.5,0.91,0.94,,,,-0.020000000000000136,0.05608823529411727,0.018039215686274646
2.0_low,4.0_high,200,200,2.0,0.88,0.94,,,,-0.010347058823529251,0.056747549019608365,0.02380392156862765
2.0_low,4.0_high,250,250,2.5,0.88,0.9,,,,-0.011330980392156832,0.047296078431372554,0.018337254901960698
2.0_low,4.0_high,300,300,3.0,0.92,0.89,,,,-0.01314313725490173,0.04410555555555597,0.015071895424836557
2.0_low,4.0_high,350,350,3.5,0.93,0.85,,,,-0.016681512605041214,0.03458991596638683,0.00835854341736697
2.0_low,4.0_high,400,400,4.0,0.88,0.84,,,,-0.01957769607842943,0.02762622549019598,0.003039215686274521
2.0_low,4.0_high,450,450,4.5,0.89,0.83,,,,-0.02461307189542313,0.02283267973856234,-0.0018736383442262694
2.0_low,4.0_high,500,500,5.0,0.88,0.81,,,,-0.022063137254899737,0.021839215686275316,0.0004313725490201481
2.0_low,3.0_high,200,200,1.0,0.47,1.0,,,,-0.0073602941176470205,0.06470588235294163,0.02764705882352958
2.0_low,3.0_high,300,300,1.5,0.26,1.0,,,,-0.01844117647058844,0.04078431372548985,0.01039215686274475
2.0_low,3.0_high,400,400,2.0,0.17,1.0,,,,-0.006699019607842749,0.044707843137254524,0.019196078431371832
2.0_low,3.0_high,500,500,2.5,0.09,1.0,,,,-0.0068978431372557075,0.039069411764704874,0.016533333333332623
2.0_low,3.0_high,600,600,3.0,0.01,1.0,,,,-0.005246895424835328,0.03662205882352762,0.014758169934640186
2.0_low,3.0_high,700,700,3.5,0.01,1.0,,,,0.00012913165266157517,0.03913095238095139,0.020089635854341648
2.0_low,3.0_high,800,800,4.0,0.01,1.0,,,,0.007543014705882638,0.04287254901960892,0.024784313725490947
2.0_low,3.0_high,900,900,4.5,0.01,1.0,,,,0.009543572984751919,0.04202864923747344,0.02601742919390082
2.0_low,3.0_high,1000,1000,5.0,0.01,1.0,,,,0.008290000000001331,0.03980431372549189,0.02441568627451063
2.0_low,2.0_high,250,250,1.0,0.91,0.8,,,,-0.037900000000002,0.023064705882351835,-0.0072941176470595614
2.0_low,2.0_high,375,375,1.5,0.92,0.81,,,,-0.04172549019607887,0.010352941176468684,-0.015372549019608495
2.0_low,2.0_high,500,500,2.0,0.93,0.79,,,,-0.04248823529411608,0.002941176470588898,-0.020352941176469574
2.0_low,2.0_high,625,625,2.5,0.93,0.71,,,,-0.03877647058823354,-0.0005623529411763195,-0.019670588235293107
2.0_low,2.0_high,750,750,3.0,0.91,0.71,,,,-0.03106470588235217,0.005184313725490219,-0.012549019607842493
2.0_low,2.0_high,875,875,3.5,0.88,0.65,,,,-0.02541512605042079,0.005243697478993132,-0.010621848739494899
2.0_low,2.0_high,1000,1000,4.0,0.88,0.57,,,,-0.021830882352940235,0.007826470588238134,-0.006647058823528451
2.0_low,2.0_high,1125,1125,4.5,0.87,0.54,,,,-0.023796078431372276,0.006169934640523192,-0.008470588235293564
2.0_low,2.0_high,1250,1250,5.0,0.88,0.48,,,,-0.02164705882352749,0.0037658823529420106,-0.008094117647057919
6.0_high,4.0_high,50,50,1.0,0.63,1.0,,,,-0.04015686274509811,0.06462941176470607,0.010509803921568639
6.0_high,4.0_high,75,75,1.5,0.5,0.99,,,,-0.040907189542483166,0.03843267973856254,-5.2287581699062e-05
6.0_high,4.0_high,100,100,2.0,0.36,1.0,,,,-0.022942156862745658,0.05113823529411726,0.014078431372548827
6.0_high,4.0_high,125,125,2.5,0.28,1.0,,,,-0.015070588235294786,0.04986274509803919,0.017380392156862712
6.0_high,4.0_high,150,150,3.0,0.16,1.0,,,,-0.0031633986928111257,0.05133006535947631,0.023503267973855935
6.0_high,4.0_high,175,175,3.5,0.12,1.0,,,,0.002373669467787151,0.05141400560223987,0.02653221288515395
6.0_high,4.0_high,200,200,4.0,0.04,1.0,,,,0.010273529411765119,0.05855392156862784,0.03407843137254918
6.0_high,4.0_high,225,225,4.5,0.04,1.0,,,,0.01432679738562255,0.05984313725490208,0.03630501089324634
6.0_high,4.0_high,250,250,5.0,0.03,1.0,,,,0.019717254901960565,0.06136901960784241,0.04111372549019576
6.0_high,2.0_high,50,50,1.0,0.57,1.0,,,,-0.037647058823529145,0.07414705882352979,0.02000000000000013
6.0_high,2.0_high,75,75,1.5,0.4,1.0,,,,-0.021980392156862635,0.06198039215686288,0.020392156862745092
6.0_high,2.0_high,100,100,2.0,0.24,1.0,,,,-0.008838235294118257,0.06058823529411695,0.026470588235293913
6.0_high,2.0_high,125,125,2.5,0.14,0.99,,,,-0.0014235294117653507,0.06212941176470527,0.03058823529411725
6.0_high,2.0_high,150,150,3.0,0.1,1.0,,,,0.006274509803920969,0.06666666666666599,0.0349019607843134
6.0_high,2.0_high,175,175,3.5,0.07,1.0,,,,0.014109243697478485,0.07362184873949526,0.04436974789915937
6.0_high,2.0_high,200,200,4.0,0.05,1.0,,,,0.016176470588235778,0.07559558823529422,0.04588235294117671
6.0_high,2.0_high,225,225,4.5,0.03,1.0,,,,0.01986928104575214,0.07346405228758157,0.047320261437908684
6.0_high,2.0_high,250,250,5.0,0.01,1.0,,,,0.016464705882352756,0.06635294117647018,0.04094117647058848
5.0_high,4.0_high,100,100,1.0,0.98,0.73,,,,-0.062352941176470396,0.012367647058823712,-0.024705882352941133
5.0_high,4.0_high,150,150,1.5,1.0,0.67,,,,-0.05647058823529339,0.011382352941176337,-0.022352941176470686
5.0_high,4.0_high,200,200,2.0,1.0,0.6,,,,-0.055039215686274234,0.0011372549019606076,-0.02560784313725517
5.0_high,4.0_high,250,250,2.5,1.0,0.53,,,,-0.05838431372548869,-0.009641176470586293,-0.03366274509803846
5.0_high,4.0_high,300,300,3.0,1.0,0.45,,,,-0.043765032679736776,0.001926143790851001,-0.0225751633986917
5.0_high,4.0_high,350,350,3.5,0.98,0.38,,,,-0.04107198879551598,0.002658823529414024,-0.01920448179271561
5.0_high,4.0_high,400,400,4.0,0.99,0.32,,,,-0.04316960784313428,-0.002283578431370663,-0.02210784313725289
5.0_high,4.0_high,450,450,4.5,1.0,0.26,,,,-0.04327690631807966,-0.003842483660128161,-0.023572984749453574
5.0_high,4.0_high,500,500,5.0,1.0,0.23,,,,-0.04194588235293762,-0.004987843137253846,-0.023568627450978652
5.0_high,3.0_high,200,200,1.0,1.0,0.74,,,,-0.0647058823529405,0.004713235294117574,-0.031470588235293806
5.0_high,3.0_high,300,300,1.5,1.0,0.6,,,,-0.0537401960784311,-0.00017647058823445916,-0.026666666666666283
5.0_high,3.0_high,400,400,2.0,0.99,0.55,,,,-0.04360906862744988,0.0053053921568640625,-0.020068627450979704
5.0_high,3.0_high,500,500,2.5,0.98,0.46,,,,-0.03964980392156747,0.0040137254901974825,-0.01781960784313641
5.0_high,3.0_high,600,600,3.0,1.0,0.36,,,,-0.0457344771241816,-0.005778104575162479,-0.02514379084967222
5.0_high,3.0_high,700,700,3.5,1.0,0.32,,,,-0.04193347338935382,-0.003371008403362269,-0.023439775910363503
5.0_high,3.0_high,800,800,4.0,1.0,0.28,,,,-0.048017156862743965,-0.011136274509802972,-0.02896568627450935
5.0_high,3.0_high,900,900,4.5,0.99,0.26,,,,-0.04000152505446526,-0.006847821350762721,-0.023917211328976173
5.0_high,3.0_high,1000,1000,5.0,1.0,0.22,,,,-0.03841529411764633,-0.006608921568627801,-0.022466666666667523
4.0_high,2.0_high,100,100,1.0,0.86,0.98,,,,-0.010588235294117343,0.07648529411764668,0.03176470588235303
4.0_high,2.0_high,150,150,1.5,0.8,0.99,,,,-0.019999999999999685,0.04786274509803953,0.01490196078431405
4.0_high,2.0_high,200,200,2.0,0.69,0.99,,,,-0.011138235294117796,0.05000098039215712,0.020901960784314055
4.0_high,2.0_high,250,250,2.5,0.65,0.99,,,,-0.014102745098039854,0.04049803921568569,0.015309803921568443
4.0_high,2.0_high,300,300,3.0,0.55,1.0,,,,-0.018004575163399372,0.03103431372548847,0.007084967320260982
4.0_high,2.0_high,350,350,3.5,0.52,0.99,,,,-0.015934173669469,0.027642016806722115,0.006095238095237043
4.0_high,2.0_high,400,400,4.0,0.48,1.0,,,,-0.01277696078431444,0.031080147058820718,0.008431372549018268
4.0_high,2.0_high,450,450,4.5,0.4,1.0,,,,-0.009357080610023417,0.03231416122004125,0.011546840958604476
4.0_high,2.0_high,500,500,5.0,0.33,0.99,,,,-0.007874313725492528,0.03122627450980111,0.01145098039215564
3.0_high,2.0_high,200,200,1.0,1.0,0.48,,,,-0.05500735294117629,0.01206617647058858,-0.020588235294117685
3.0_high,2.0_high,300,300,1.5,1.0,0.29,,,,-0.04373039215686271,0.006867647058823513,-0.019215686274509536
3.0_high,2.0_high,400,400,2.0,1.0,0.14,,,,-0.0569137254901955,-0.008682598039215852,-0.03213725490196018
3.0_high,2.0_high,500,500,2.5,1.0,0.12,,,,-0.05172901960784149,-0.009522549019608403,-0.03088627450980319
3.0_high,2.0_high,600,600,3.0,1.0,0.06,,,,-0.040458986928104096,-0.0009346405228764856,-0.021620915032679267
3.0_high,2.0_high,700,700,3.5,1.0,0.03,,,,-0.03870882352941046,-0.003074369747899215,-0.021686274509803205
3.0_high,2.0_high,800,800,4.0,1.0,0.01,,,,-0.03818149509803963,-0.00478909313725541,-0.021769607843137306
3.0_high,2.0_high,900,900,4.5,1.0,0.01,,,,-0.04007549019607941,-0.008470588235295541,-0.02372984749455398
3.0_high,2.0_high,1000,1000,5.0,1.0,0.01,,,,-0.03936421568627406,-0.008646764705883672,-0.02418039215686274
