group1,group2,N1,N2,low,high,width,obs_diff,zero_included
typical,low,1750,1750,0.09031969053005531,0.11760330963154131,0.027283619101485995,0.10337277526395094,False
typical,high,1000,1000,0.07072897812971596,0.10368795484540415,0.03295897671568819,0.08620162141780008,False
low,high,1000,1000,-0.03322911764705603,-0.002204411764702985,0.031024705882353044,-0.017992156862744024,False
