02a8251a-f730-4e81-8e2c-dc771ecbb926/0.cam_default.f_1.rgb.png,0.7647058823529411
045bbaab-a2db-4a78-910d-62f36bfd657b/0.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/1.cam_default.f_1.rgb.png,0.9411764705882353
045bbaab-a2db-4a78-910d-62f36bfd657b/10.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/11.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/12.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/13.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/14.cam_default.f_1.rgb.png,0.9411764705882353
045bbaab-a2db-4a78-910d-62f36bfd657b/15.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/16.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/17.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/18.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/19.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/2.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/20.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/21.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/22.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/23.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/24.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/25.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/26.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/27.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/28.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/29.cam_default.f_1.rgb.png,0.9411764705882353
045bbaab-a2db-4a78-910d-62f36bfd657b/3.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/30.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/31.cam_default.f_1.rgb.png,0.9411764705882353
045bbaab-a2db-4a78-910d-62f36bfd657b/32.cam_default.f_1.rgb.png,1.0
045bbaab-a2db-4a78-910d-62f36bfd657b/33.cam_default.f_1.rgb.png,1.0
