183302,1.0
184249,1.0
184382,0.7692307692307693
184742,1.0
185180,1.0
185727,1.0
186174,0.7692307692307693
186234,1.0
188580,1.0
190623,1.0
191766,1.0
192078,0.8666666666666667
192257,0.7333333333333333
192816,1.0
194096,0.8125
194132,1.0
195981,0.9411764705882353
196147,1.0
196491,1.0
197935,0.8333333333333334
200662,1.0
200887,0.9230769230769231
201376,0.7333333333333333
205190,0.9333333333333333
205269,0.8333333333333334
207094,1.0
208754,0.9
209675,1.0
210632,1.0
213188,0.75
213536,0.75
214252,1.0
214293,1.0
215364,1.0
216341,0.7142857142857143
219833,0.8125
225057,0.9375
228697,0.8823529411764706
229636,1.0
231210,0.9230769230769231
231268,0.8181818181818182
233942,0.7692307692307693
234903,0.9090909090909091
236826,0.8571428571428571
255907,1.0
259823,0.8461538461538461
261724,1.0
261857,0.8666666666666667
261963,0.6363636363636364
423295,1.0
424416,1.0
425686,1.0
425989,0.6666666666666666
426323,0.9166666666666666
426991,0.9411764705882353
427342,1.0
428335,1.0
429200,1.0
431824,1.0
433131,0.8
433940,1.0
434402,1.0
434478,1.0
437938,0.8235294117647058
442601,1.0
447686,0.8
451486,0.5714285714285714
451710,0.7
452193,0.9285714285714286
452595,0.875
452702,0.8666666666666667
454311,1.0
454947,0.8
456804,1.0
457438,0.9375
458683,0.8888888888888888
462274,1.0
462820,1.0
463533,1.0
463803,0.8823529411764706
464125,1.0
464900,1.0
466991,0.8666666666666667
468452,1.0
469280,1.0
469589,1.0
471845,1.0
472586,1.0
472966,0.8181818181818182
473918,0.9333333333333333
477144,1.0
477234,0.8666666666666667
479439,1.0
480587,1.0
481702,0.7777777777777778
481918,1.0
482539,0.875
484032,0.9411764705882353
485625,1.0
487111,1.0
489768,0.9333333333333333
493157,1.0
495620,1.0
495624,0.9333333333333333
495704,0.8666666666666667
498835,1.0
501765,0.875
511480,1.0
512629,1.0
514707,1.0
515300,1.0
516984,1.0
532817,1.0
537511,0.8181818181818182
558256,0.8461538461538461
559122,1.0
561350,1.0
1207651,1.0
1209142,1.0
1219557,0.8
1226999,1.0
1228937,0.75
1229062,1.0
1254701,0.0
1262511,1.0
1263532,0.8888888888888888
1273930,1.0
1278893,0.8888888888888888
1290501,0.8333333333333334
1290687,0.8461538461538461
1301290,1.0
1301767,0.9285714285714286
1315743,0.75
1316018,1.0
1317625,0.9230769230769231
1326655,0.6666666666666666
1692177,0.9285714285714286
1693074,1.0
1695389,0.9285714285714286
1711040,1.0
1712112,1.0
1713303,0.8571428571428571
1721711,1.0
1722650,1.0
1725986,0.6923076923076923
1736013,1.0
1742484,0.7857142857142857
1743630,1.0
1744236,0.6666666666666666
1749215,1.0
1752418,1.0
1757755,1.0
2148311,0.9166666666666666
2150824,0.7272727272727273
2151642,1.0
2152991,0.9333333333333333
2154820,1.0
2155172,1.0
2156225,1.0
2156635,0.7
2157162,1.0
183777,1.0
184179,1.0
185018,1.0
185077,1.0
186645,0.8125
187537,1.0
189674,0.9090909090909091
189717,1.0
189840,0.875
190306,1.0
191818,1.0
191880,1.0
192560,1.0
192858,1.0
192956,1.0
193845,1.0
193940,0.8
195043,1.0
196162,0.7777777777777778
199266,0.9375
200090,0.9375
200151,0.8461538461538461
201291,0.8823529411764706
202541,1.0
203697,1.0
204944,0.9375
205810,1.0
206961,0.9411764705882353
208805,0.7647058823529411
209351,1.0
209691,1.0
210437,0.875
211084,0.6363636363636364
211307,1.0
212801,0.8571428571428571
214122,1.0
214128,0.875
216213,0.8461538461538461
220590,0.875
221722,1.0
222088,1.0
224829,0.8125
225494,1.0
228944,0.75
229066,0.75
229470,1.0
230515,1.0
232027,1.0
232474,0.9166666666666666
232610,1.0
233745,1.0
