group1,group2,N1,N2,low,high,width,obs_diff,zero_included
4,1,50,50,-0.03862751647861943,0.026956229309905835,0.06558374578852527,-0.0068122710622711136,True
4,2,50,50,-0.02629875349323916,0.03637662717184711,0.06267538066508627,0.004803067847185205,True
4,Unsure,50,50,0.01750432235248428,0.13256949431287657,0.11506517196039229,0.07793498984675451,False
4,3,50,50,-0.01268734459984422,0.06878712215072554,0.08147446675056975,0.029629156790921707,True
1,2,350,350,-8.176317146818893e-05,0.028776848303424085,0.028858611474892274,0.0142098998107405,True
1,Unsure,50,50,0.021241437198422364,0.13789001194883527,0.1166485747504129,0.08474726090902562,False
1,3,100,100,-0.010712419524918991,0.04817287100154798,0.058885290526466974,0.01872889447154169,True
2,Unsure,50,50,0.018256794308633167,0.1228929226410849,0.10463612833245173,0.0731319219995693,False
2,3,100,100,-0.03345336979197258,0.0232318270577463,0.056685196849718886,-0.003692362376185754,True
Unsure,3,50,50,-0.10672112087259106,0.01745370026215677,0.12417482113474783,-0.0483058330558328,True
