group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
Dark,Light,150,150,1.0,0.88,0.72,,,,-0.020264028496014143,0.01884702299334641,-0.0005585122938066567
Dark,Light,225,225,1.5,0.89,0.6,,,,-0.012471787381101492,0.019171630112805607,0.002611648337138117
Dark,Light,300,300,2.0,0.85,0.51,,,,-0.013229415804783639,0.013101174914410207,-0.0004547475944538526
Dark,Light,375,375,2.5,0.81,0.38,,,,-0.01418781617075752,0.008605586194851519,-0.002695688407453267
Dark,Light,450,450,3.0,0.81,0.28,,,,-0.014992263700352875,0.006867657197558106,-0.003776210898760457
Dark,Light,525,525,3.5,0.76,0.17,,,,-0.012198409717422837,0.008137443131875114,-0.0021743275398741213
Dark,Light,600,600,4.0,0.71,0.11,,,,-0.010689549448372582,0.008045791123364853,-0.001289537260125151
Dark,Light,675,675,4.5,0.71,0.08,,,,-0.013043239703288956,0.00422320734820591,-0.00425624859285012
Dark,Light,750,750,5.0,0.65,0.06,,,,-0.011759683018506422,0.0055403157844334215,-0.0032055818908757194
