group1,group2,N1,N2,low,high,width,obs_diff,zero_included
Male_Dark,Female_Light,100,100,-0.016385485654052262,0.03539035631443665,0.05177584196848891,0.008744276148687558,True
Male_Dark,Male_Light,100,100,-0.004694881588999424,0.042797831784228545,0.04749271337322797,0.01840168981345447,True
Male_Dark,Male_nan,50,50,-0.03830596588868647,0.016842295408839844,0.05514826129752631,-0.010146293249234328,True
Male_Dark,Unsure_Light,50,50,-0.02392272568118166,0.03513401879982751,0.05905674448100917,0.004963438522262109,True
Female_Light,Male_Light,350,350,-0.008976266339869116,0.01709828663983095,0.026074552979700065,0.003399475641072236,True
Female_Light,Male_nan,50,50,-0.041535461107519614,0.018275550348344757,0.05981101145586437,-0.012757020757020565,True
Female_Light,Unsure_Light,50,50,-0.028748732272629467,0.03616265327809459,0.06491138555072407,0.0023527110144758723,True
Male_Light,Male_nan,50,50,-0.07125638834205092,-0.00473909489203643,0.06651729345001449,-0.037827878004348836,False
Male_Light,Unsure_Light,50,50,-0.05635423183842368,0.01278145771711895,0.06913568955554264,-0.0227181462328524,True
Male_nan,Unsure_Light,50,50,-0.012467631714690598,0.04274531240818007,0.055212944122870665,0.015109731771496437,True
