group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
Male_Dark,Male_Light,5000,5000,50,1.0,0.31,,,,0.0031136895722679303,0.00912218522857127,0.006141456517333221
Male_Dark,Male_Light,5500,5500,55,1.0,0.35,,,,0.0038411742999228064,0.009421678549460622,0.006522909042823488
Male_Dark,Male_Light,6000,6000,60,1.0,0.35,,,,0.0036592206180204034,0.009190270020006755,0.006396469271463978
Male_Dark,Male_Light,6500,6500,65,1.0,0.35,,,,0.00382717155455742,0.009302391274820514,0.006571739258725007
