group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
Male_Dark,Male_Light,10000,10000,100,1.0,0.49,,,,0.004852437889719192,0.009281975205344819,0.007066668682619848
Male_Dark,Male_Light,10500,10500,105,1.0,0.51,,,,0.00448555273196787,0.008928349669504728,0.006638002714678182
Male_Dark,Male_Light,11000,11000,110,1.0,0.51,,,,0.00414576486273135,0.008173626366946653,0.0061947549850572825
Male_Dark,Male_Light,11500,11500,115,1.0,0.56,,,,0.004020272197781141,0.00795298703888666,0.005914525755569722
Male_Dark,Male_Light,12000,12000,120,1.0,0.55,,,,0.0043384330268318744,0.008179532340784524,0.006296125198326341
Male_Dark,Male_Light,12500,12500,125,1.0,0.6,,,,0.004587535013189132,0.00847642101427519,0.006516700384578966
Male_Dark,Male_Light,13000,13000,130,1.0,0.65,,,,0.0047653458270274,0.00859054410442851,0.006610488568744133
Male_Dark,Male_Light,13500,13500,135,1.0,0.62,,,,0.004755733402397759,0.00854874576041025,0.0066454410634120276
Male_Dark,Male_Light,14000,14000,140,1.0,0.61,,,,0.0047954335972430935,0.008465081074096244,0.006663173037277037
Male_Dark,Male_Light,14500,14500,145,1.0,0.64,,,,0.004879374252350622,0.008599689255553771,0.006723528055218031
