group1,group2,N1,N2,frac,pi_low,pi_high,low,high,avg,ci_low,ci_high,obs_diff
Male,Unsure,1250,1250,25,1.0,0.0,,,,0.04353959518585625,0.0674034033988864,0.055714987953220496
Male,Unsure,1300,1300,26,1.0,0.0,,,,0.0441206781434985,0.06754327925562101,0.055805321940500696
Male,Unsure,1350,1350,27,1.0,0.0,,,,0.04276019805811186,0.06633746013729488,0.05469727331491814
Male,Unsure,1400,1400,28,1.0,0.0,,,,0.04429045251550448,0.06658483680330937,0.056038428308384236
Male,Unsure,1450,1450,29,1.0,0.0,,,,0.0454559892763849,0.06793836515777202,0.056367210150676694
Male,Unsure,1500,1500,30,1.0,0.0,,,,0.043320650983001266,0.06590607384309323,0.054587638287636575
Male,Unsure,1550,1550,31,1.0,0.0,,,,0.044361149600450164,0.06516851748951799,0.054543901491717506
Male,Unsure,1600,1600,32,1.0,0.0,,,,0.043651301524758934,0.06557330272489802,0.05451178662024081
Male,Unsure,1650,1650,33,1.0,0.0,,,,0.04377946842348371,0.06377430490013682,0.05412278511743607
Male,Unsure,1700,1700,34,1.0,0.0,,,,0.04527412235976161,0.06520737047578311,0.055641698171108755
Male,Unsure,1750,1750,35,1.0,0.0,,,,0.04409909562309548,0.06389867424358825,0.05464168417949833
Male,Unsure,1800,1800,36,1.0,0.0,,,,0.04398399328408392,0.06449401937137786,0.05415088964231041
Male,Unsure,1850,1850,37,1.0,0.0,,,,0.04303274473163969,0.06309159371806267,0.05357308413190698
Male,Unsure,1900,1900,38,1.0,0.0,,,,0.04307962754694303,0.06269354876611924,0.05348660790533799
Male,Unsure,1950,1950,39,1.0,0.0,,,,0.04575507109050489,0.06522300154282501,0.055207123779521194
Male,Unsure,2000,2000,40,1.0,0.0,,,,0.043397023087205736,0.06399981520317674,0.05385650558591637
Male,Unsure,2050,2050,41,1.0,0.0,,,,0.044225350603880734,0.06375425137591414,0.05388356136132255
Male,Unsure,2100,2100,42,1.0,0.0,,,,0.04545443390059879,0.06482732810878662,0.05496729464901706
Male,Unsure,2150,2150,43,1.0,0.0,,,,0.04467383971762294,0.06364603387188661,0.05461279683988296
Male,Unsure,2200,2200,44,1.0,0.0,,,,0.04476652172841923,0.06238009485315638,0.05377556957302987
Male,Unsure,2250,2250,45,1.0,0.0,,,,0.04472223443495468,0.06243230270002209,0.053859889021654395
Male,Unsure,2300,2300,46,1.0,0.0,,,,0.04355541861786097,0.06230961446819077,0.0531733241893092
Male,Unsure,2350,2350,47,1.0,0.0,,,,0.04389314216846097,0.06150290710714602,0.05293198124362131
Male,Unsure,2400,2400,48,1.0,0.0,,,,0.04421249425615331,0.06152049478979782,0.0529320551452912
Male,Unsure,2450,2450,49,1.0,0.0,,,,0.04407589353340444,0.0609409545803004,0.05251672936907159
