group1,group2,N1,N2,low,high,width,obs_diff,zero_included
Male,Female,400,400,-0.0147288720521704,0.011058763826044319,0.02578763587821472,-0.0018044900361071647,True
Male,Unsure,50,50,-0.0108145563994832,0.12000103425985774,0.13081559065934095,0.05659636115518463,True
Female,Unsure,50,50,0.014117824210103658,0.14179322319837048,0.12767539898826682,0.083258413155472,False
